,MO_004,MO_005,MO_007,MO_010,MO_034,MO_035,MO_039,MO_042,MO_046,MO_071,MO_073,MO_074,MO_077,MO_082,MO_098,MO_102,MO_103,MO_106,MO_133,MO_135,MO_138,MO_140,MO_197,MO_199,MO_202,MO_207,MO_226,MO_231,MO_234,MO_236
MO_073,0.0340484783723544,0.031804336709669,0.0714267103771983,0.0654794487491026,0.0344770946773078,0.0999977501115327,0.0864848318905738,0.0526067238286744,0.0267744930983572,0.0198225840202048,0,0.054773835867058,0.0267638938280889,0.0436387598665985,0.0521555051090229,0.0468760273158176,0.0459480672016647,0.0781043944530571,0.0432657076287419,0.0647518925087773,0.0310149262778964,0.0422456679131836,0.0386632509477967,0.0457346894084305,0.0382425985757337,0.029023727939046,0.0559397006704893,0.0711062133579262,0.0673056023525902,0.03106159847786
MO_074,0.0535399253792897,0.0596552040908637,0.0794058284240858,0.0686416235511918,0.0545925628219204,0.101178409345857,0.0700265850096549,0.0499999300527449,0.0493597336342694,0.0549951978359281,0.054773835867058,0,0.0569586614184703,0.0698226991943925,0.0542236413866348,0.0567027264184746,0.0426064371086277,0.0686964504819056,0.0638222391758219,0.0663597942764304,0.0634624238968929,0.0696432751592226,0.0680709815861448,0.0553228839189839,0.0479914298894613,0.0628853582376562,0.074846550384086,0.0902351133440738,0.0728687211452529,0.0614200352391261
MO_077,0.0242989174593424,0.0228667848612675,0.0676399553781427,0.0630810679736154,0.0435747371083949,0.101749407478688,0.0859717612679658,0.0540012627811122,0.0297888240176831,0.0264369376503245,0.0267638938280889,0.0569586614184703,0,0.0257860391674806,0.0470677418818948,0.0398297912721104,0.0453487898987965,0.0856330639402886,0.0395869596377707,0.0782912809971503,0.0277362742488169,0.0343967680773259,0.0414637868309454,0.0584319210174708,0.0413304516037422,0.0402259528707218,0.0689475520631689,0.0761560469495735,0.0837329465399251,0.0376627996737813
MO_082,0.027856819298231,0.0277968027812891,0.0755958865015398,0.0702621650190395,0.0521177964240875,0.0988219100677257,0.0926009591040558,0.0666818142234159,0.0405678538906264,0.041558245493263,0.0436387598665985,0.0698226991943925,0.0257860391674806,0,0.0497942558823442,0.04201564779207,0.0575118739230696,0.0958624479678764,0.0444658269882769,0.0950584150270126,0.0342583398496188,0.0396775332637668,0.0423943318474982,0.0741816768452127,0.053695713100577,0.0491128073674457,0.0748644822954387,0.0838519546496268,0.0982378171068267,0.0461314462076677
MO_098,0.039716425660421,0.048947815797338,0.0925077577819863,0.0827640930647145,0.042097990011259,0.0811479042799911,0.0849607524266935,0.066811765984799,0.0406235476715793,0.052714231822546,0.0521555051090229,0.0542236413866348,0.0470677418818948,0.0497942558823442,0,0.01830165005475,0.0560846435014339,0.0886216711681672,0.0474866460529919,0.0939501317606498,0.0471560058050428,0.0565685037371758,0.0469636953289158,0.0772143395269606,0.0613611705810756,0.0497574881801317,0.0613948703301892,0.098853320046603,0.0913673128590245,0.0511042313538332
MO_102,0.0340377903374331,0.0435054277960583,0.0857859830716997,0.0761779419133932,0.0406198098687379,0.0853274623427253,0.0824071116754965,0.0615208739270054,0.0355970602037797,0.0487220751757515,0.0468760273158176,0.0567027264184746,0.0398297912721104,0.04201564779207,0.01830165005475,0,0.0492937546430914,0.0854438755790632,0.0481854463120555,0.0927409471606125,0.043754152978837,0.0535178781023665,0.0445620642408327,0.0726088821977351,0.055548913873143,0.0449829167840433,0.0638948907274213,0.0913633235693253,0.0887342179501744,0.0442984990690659
MO_103,0.047007629546567,0.0534215798715262,0.0646786556029813,0.0523641791643341,0.0532935668548224,0.107659628217936,0.0682986421372115,0.0414431947451855,0.0436409684023897,0.0509501891343421,0.0459480672016647,0.0426064371086277,0.0453487898987965,0.0575118739230696,0.0560846435014339,0.0492937546430914,0,0.0650921278226106,0.066438500175077,0.0719816156231762,0.0583646079392859,0.0666792027253221,0.0638015877244144,0.0469240049797788,0.0316942289862111,0.05364525001431,0.0790225709326453,0.0698415701723354,0.0694967236629318,0.0484322938073374
MO_106,0.0833228461043495,0.0897894334843519,0.0661478109331115,0.0600914806595673,0.0782171316233057,0.127365215316786,0.0531233626768076,0.0532361327747041,0.07412804117731,0.0856144240399578,0.0781043944530571,0.0686964504819056,0.0856330639402886,0.0958624479678764,0.0886216711681672,0.0854438755790632,0.0650921278226106,0,0.103924109239449,0.066678697482342,0.0965099593252241,0.107078707641345,0.0940141109005384,0.0613082432157535,0.0617295450075758,0.0840521077813695,0.098378845309796,0.0709275066435248,0.0623126776174656,0.0766534045307787
MO_133,0.041754428875392,0.0379277511963117,0.0919498696787683,0.0895433969164429,0.051486488361197,0.0987939419056662,0.102654979204553,0.0737951372691292,0.047505768907815,0.0343579951566161,0.0432657076287419,0.0638222391758219,0.0395869596377707,0.0444658269882769,0.0474866460529919,0.0481854463120555,0.066438500175077,0.103924109239449,0,0.0842491423261985,0.0230556376139527,0.0212301677395483,0.0439157994650572,0.0732850615020808,0.0621405906768158,0.0485045923651169,0.0640584232899957,0.1020970933774,0.0944992525234874,0.0590574474521912
MO_135,0.0841659339035527,0.0830646709701607,0.0728688330228846,0.0641869517161011,0.0806583543217042,0.13568201756853,0.0788017014219673,0.0611673736546739,0.0753122592966645,0.067730922438874,0.0647518925087773,0.0663597942764304,0.0782912809971503,0.0950584150270126,0.0939501317606498,0.0927409471606125,0.0719816156231762,0.066678697482342,0.0842491423261985,0,0.0823622454531905,0.0863168754863473,0.0890126941159875,0.0446045112908175,0.0606270910164721,0.0768804452163468,0.089899747538571,0.0748526283595316,0.0459232273539347,0.0772731965111743
MO_138,0.0313824371899513,0.0268926919335097,0.0818998914736427,0.0777964489664614,0.0409949267669205,0.0940470865518104,0.0963098860702004,0.0652270683360197,0.0362091795780598,0.0256026215458004,0.0310149262778964,0.0634624238968929,0.0277362742488169,0.0342583398496188,0.0471560058050428,0.043754152978837,0.0583646079392859,0.0965099593252241,0.0230556376139527,0.0823622454531905,0,0.0235246575624322,0.0321276022916038,0.0646915994653152,0.0517340339816207,0.0364055176785774,0.0585365344707363,0.0880430977410687,0.0873753857124513,0.0448236711847378
MO_140,0.0415125666298259,0.0354937140039367,0.0863410471537437,0.086800394171549,0.0579369010995762,0.107986075187575,0.105426963023761,0.0737693461160533,0.0501395965996929,0.0327147873123526,0.0422456679131836,0.0696432751592226,0.0343967680773259,0.0396775332637668,0.0565685037371758,0.0535178781023665,0.0666792027253221,0.107078707641345,0.0212301677395483,0.0863168754863473,0.0235246575624322,0,0.046581716384591,0.0731111190900414,0.0614099839472509,0.0515039030578402,0.0728427627968181,0.098434995892152,0.0980776810421014,0.0600430814768011
MO_197,0.0384542904178948,0.0386113186783723,0.0892056247723133,0.0828897764818537,0.0343550006828369,0.0753770519609092,0.0975850152962244,0.0719913296071254,0.0389230708610196,0.037011917286083,0.0386632509477967,0.0680709815861448,0.0414637868309454,0.0423943318474982,0.0469636953289158,0.0445620642408327,0.0638015877244144,0.0940141109005384,0.0439157994650572,0.0890126941159875,0.0321276022916038,0.046581716384591,0,0.0700021671306549,0.0566800944510861,0.0284930534644896,0.0444853985637718,0.0864800889939885,0.0874573800579706,0.038670847542492
MO_199,0.0631505005528473,0.0634027281362305,0.0608340165671125,0.0520734533618716,0.0600324371112027,0.118819530689576,0.0722341258265777,0.0429995551468668,0.0551546415789412,0.0516703332611147,0.0457346894084305,0.0553228839189839,0.0584319210174708,0.0741816768452127,0.0772143395269606,0.0726088821977351,0.0469240049797788,0.0613082432157535,0.0732850615020808,0.0446045112908175,0.0646915994653152,0.0731111190900414,0.0700021671306549,0,0.0335841744736119,0.0561523131830245,0.078910324958263,0.0571423392103216,0.0445298013615606,0.055519348176241
MO_202,0.0443412633066896,0.0471090766527248,0.0553585311837943,0.0434281262918549,0.0490056522183393,0.108086164805132,0.0689601420347495,0.0371470566222589,0.0409908364948176,0.0435079122384259,0.0382425985757337,0.0479914298894613,0.0413304516037422,0.053695713100577,0.0613611705810756,0.055548913873143,0.0316942289862111,0.0617295450075758,0.0621405906768158,0.0606270910164721,0.0517340339816207,0.0614099839472509,0.0566800944510861,0.0335841744736119,0,0.049019945005425,0.0751487041351075,0.0557744226766428,0.0588986607475938,0.0442109727598471
MO_207,0.0397397906833094,0.0403192432131732,0.0872673444176358,0.0788294836603304,0.0299621636893005,0.0854832310282153,0.0955922609998191,0.0665659451790662,0.0320894466220046,0.032427087911963,0.029023727939046,0.0628853582376562,0.0402259528707218,0.0491128073674457,0.0497574881801317,0.0449829167840433,0.05364525001431,0.0840521077813695,0.0485045923651169,0.0768804452163468,0.0364055176785774,0.0515039030578402,0.0284930534644896,0.0561523131830245,0.049019945005425,0,0.0394889786392465,0.079302376021057,0.0709167861959111,0.0236432590519392
MO_226,0.0641090140664947,0.0640616103865582,0.113435420681017,0.104340309350941,0.0422299712495865,0.0717255166494204,0.111438023027004,0.0903170767646774,0.0556200235488873,0.0554672009560133,0.0559397006704893,0.074846550384086,0.0689475520631689,0.0748644822954387,0.0613948703301892,0.0638948907274213,0.0790225709326453,0.098378845309796,0.0640584232899957,0.089899747538571,0.0585365344707363,0.0728427627968181,0.0444853985637718,0.078910324958263,0.0751487041351075,0.0394889786392465,0,0.101385202239457,0.0777983650921218,0.0483413688068113
MO_231,0.080802675741244,0.0812373147296983,0.0682143736258125,0.0550488175754347,0.0792501167510406,0.131037128622266,0.0826191853183422,0.0647978361998432,0.0744062800392336,0.0791879943129385,0.0711062133579262,0.0902351133440738,0.0761560469495735,0.0838519546496268,0.098853320046603,0.0913633235693253,0.0698415701723354,0.0709275066435248,0.1020970933774,0.0748526283595316,0.0880430977410687,0.098434995892152,0.0864800889939885,0.0571423392103216,0.0557744226766428,0.079302376021057,0.101385202239457,0,0.0632197264119407,0.0687894140323806
MO_234,0.0867686895539574,0.0875531947757936,0.0823968356481535,0.0700819695542322,0.0728182409697418,0.125611341589764,0.0818348379981148,0.064663206612472,0.0728583201375724,0.0742415180416606,0.0673056023525902,0.0728687211452529,0.0837329465399251,0.0982378171068267,0.0913673128590245,0.0887342179501744,0.0694967236629318,0.0623126776174656,0.0944992525234874,0.0459232273539347,0.0873753857124513,0.0980776810421014,0.0874573800579706,0.0445298013615606,0.0588986607475938,0.0709167861959111,0.0777983650921218,0.0632197264119407,0,0.0686961496616443
MO_236,0.0368717539186141,0.0404099534987882,0.0805773488934628,0.0691713888190538,0.0315219700062556,0.0896575015568959,0.0877395216064883,0.0621383692377263,0.0277737540941265,0.0393459570795117,0.03106159847786,0.0614200352391261,0.0376627996737813,0.0461314462076677,0.0511042313538332,0.0442984990690659,0.0484322938073374,0.0766534045307787,0.0590574474521912,0.0772731965111743,0.0448236711847378,0.0600430814768011,0.038670847542492,0.055519348176241,0.0442109727598471,0.0236432590519392,0.0483413688068113,0.0687894140323806,0.0686961496616443,0
