binID	sampleID	magcov	mappedreads	totalreads
MO_004.bin.3	MO_004	66.227	1943350	200004964
MO_004.bin.3	MO_005	55.978	1642443	168561172
MO_004.bin.3	MO_007	50.778	1492417	222160814
MO_004.bin.3	MO_010			
MO_004.bin.3	MO_010	62.489	1835478	235718514
MO_004.bin.3	MO_034			
MO_004.bin.3	MO_034			
MO_004.bin.3	MO_034	34.822	1024268	204265724
MO_004.bin.3	MO_035	10.851	320866	189714592
MO_004.bin.3	MO_039	17.033	500941	170854532
MO_004.bin.3	MO_042			
MO_004.bin.3	MO_042	26.015	769258	188245052
MO_004.bin.3	MO_046	60.404	1773823	242467494
MO_004.bin.3	MO_071	55.970	1642635	177871088
MO_004.bin.3	MO_073	42.079	1234686	171666644
MO_004.bin.3	MO_074	52.537	1553303	198239308
MO_004.bin.3	MO_077	73.436	2154123	212101902
MO_004.bin.3	MO_082			
MO_004.bin.3	MO_082	117.634	3450046	194683030
MO_004.bin.3	MO_098	46.605	1367585	191192506
MO_004.bin.3	MO_102	35.508	1041964	166599040
MO_004.bin.3	MO_103	40.350	1192605	199112586
MO_004.bin.3	MO_106	17.350	513235	225741060
MO_004.bin.3	MO_133	86.881	2548900	193452788
MO_004.bin.3	MO_135	32.244	948367	272717042
MO_004.bin.3	MO_138	62.342	1829513	174683304
MO_004.bin.3	MO_140			
MO_004.bin.3	MO_140	78.629	2306334	168288246
MO_004.bin.3	MO_167	15.044	460437	211943942
MO_004.bin.3	MO_170	56.296	1679267	264708624
MO_004.bin.3	MO_180	42.265	1241747	233589058
MO_004.bin.3	MO_184	21.016	644096	264456404
MO_004.bin.3	MO_188	36.867	1108961	207873516
MO_004.bin.3	MO_192	28.502	868552	264624116
MO_004.bin.3	MO_197	51.897	1523480	181190328
MO_004.bin.3	MO_199	30.843	910777	161825630
MO_004.bin.3	MO_202	75.754	2228187	220390378
MO_004.bin.3	MO_207			
MO_004.bin.3	MO_207			
MO_004.bin.3	MO_207	32.324	950169	185980280
MO_004.bin.3	MO_226	25.524	750800	192536472
MO_004.bin.3	MO_231	32.852	966404	204285722
MO_004.bin.3	MO_234	19.653	578619	200480924
MO_004.bin.3	MO_236			
MO_004.bin.3	MO_236			
MO_004.bin.3	MO_236	40.013	1174430	203199906
MO_004.bin.7	MO_004	50.490	1293362	200004964
MO_004.bin.7	MO_005	47.044	1204984	168561172
MO_004.bin.7	MO_007			
MO_004.bin.7	MO_007			
MO_004.bin.7	MO_007	48.018	1232056	222160814
MO_004.bin.7	MO_010	53.781	1379037	235718514
MO_004.bin.7	MO_034			
MO_004.bin.7	MO_034	22.836	586800	204265724
MO_004.bin.7	MO_035	3.861	100434	189714592
MO_004.bin.7	MO_039	18.348	470947	170854532
MO_004.bin.7	MO_042			
MO_004.bin.7	MO_042	20.143	519933	188245052
MO_004.bin.7	MO_046	41.044	1052593	242467494
MO_004.bin.7	MO_071			
MO_004.bin.7	MO_071	68.770	1761781	177871088
MO_004.bin.7	MO_073	56.285	1441709	171666644
MO_004.bin.7	MO_074	13.928	360699	198239308
MO_004.bin.7	MO_077	83.821	2146683	212101902
MO_004.bin.7	MO_082	84.134	2154467	194683030
MO_004.bin.7	MO_098			
MO_004.bin.7	MO_098	30.474	780724	191192506
MO_004.bin.7	MO_102	32.904	842820	166599040
MO_004.bin.7	MO_103			
MO_004.bin.7	MO_103	54.061	1392928	199112586
MO_004.bin.7	MO_106	12.108	312797	225741060
MO_004.bin.7	MO_133	71.708	1836714	193452788
MO_004.bin.7	MO_135	58.529	1500923	272717042
MO_004.bin.7	MO_138	61.272	1569623	174683304
MO_004.bin.7	MO_140	77.041	1972976	168288246
MO_004.bin.7	MO_167	23.367	617737	211943942
MO_004.bin.7	MO_170	25.108	655996	264708624
MO_004.bin.7	MO_180	30.390	779779	233589058
MO_004.bin.7	MO_184	17.770	472575	264456404
MO_004.bin.7	MO_188	8.178	217018	207873516
MO_004.bin.7	MO_192	14.208	379619	264624116
MO_004.bin.7	MO_197	53.648	1374571	181190328
MO_004.bin.7	MO_199			
MO_004.bin.7	MO_199	30.737	792088	161825630
MO_004.bin.7	MO_202			
MO_004.bin.7	MO_202	60.596	1556172	220390378
MO_004.bin.7	MO_207			
MO_004.bin.7	MO_207	48.357	1239420	185980280
MO_004.bin.7	MO_226			
MO_004.bin.7	MO_226	31.211	801459	192536472
MO_004.bin.7	MO_231	43.721	1121968	204285722
MO_004.bin.7	MO_234	35.015	898745	200480924
MO_004.bin.7	MO_236	50.378	1290465	203199906
MO_005.bin.11	MO_004	41.956	1399117	200004964
MO_005.bin.11	MO_005			
MO_005.bin.11	MO_005	32.772	1092828	168561172
MO_005.bin.11	MO_007			
MO_005.bin.11	MO_007	27.693	925137	222160814
MO_005.bin.11	MO_010			
MO_005.bin.11	MO_010	29.586	987702	235718514
MO_005.bin.11	MO_034			
MO_005.bin.11	MO_034	22.914	764691	204265724
MO_005.bin.11	MO_035			
MO_005.bin.11	MO_035	11.975	399847	189714592
MO_005.bin.11	MO_039			
MO_005.bin.11	MO_039	6.876	229791	170854532
MO_005.bin.11	MO_042			
MO_005.bin.11	MO_042			
MO_005.bin.11	MO_042	11.940	401013	188245052
MO_005.bin.11	MO_046			
MO_005.bin.11	MO_046			
MO_005.bin.11	MO_046	32.178	1073415	242467494
MO_005.bin.11	MO_071			
MO_005.bin.11	MO_071	24.533	818332	177871088
MO_005.bin.11	MO_073			
MO_005.bin.11	MO_073	22.631	754762	171666644
MO_005.bin.11	MO_074			
MO_005.bin.11	MO_074	20.713	695877	198239308
MO_005.bin.11	MO_077			
MO_005.bin.11	MO_077	32.481	1083143	212101902
MO_005.bin.11	MO_082			
MO_005.bin.11	MO_082	29.575	986183	194683030
MO_005.bin.11	MO_098			
MO_005.bin.11	MO_098	19.499	650289	191192506
MO_005.bin.11	MO_102			
MO_005.bin.11	MO_102	22.829	761261	166599040
MO_005.bin.11	MO_103	13.593	456750	199112586
MO_005.bin.11	MO_106	7.555	254103	225741060
MO_005.bin.11	MO_133	24.025	801288	193452788
MO_005.bin.11	MO_135	12.502	417851	272717042
MO_005.bin.11	MO_138	23.578	786401	174683304
MO_005.bin.11	MO_140	28.611	954063	168288246
MO_005.bin.11	MO_167	8.123	282001	211943942
MO_005.bin.11	MO_170			
MO_005.bin.11	MO_170	25.294	858021	264708624
MO_005.bin.11	MO_180	33.477	1117999	233589058
MO_005.bin.11	MO_184			
MO_005.bin.11	MO_184	4.044	141980	264456404
MO_005.bin.11	MO_188			
MO_005.bin.11	MO_188	11.859	405208	207873516
MO_005.bin.11	MO_192			
MO_005.bin.11	MO_192	6.032	210571	264624116
MO_005.bin.11	MO_197			
MO_005.bin.11	MO_197	23.629	788153	181190328
MO_005.bin.11	MO_199			
MO_005.bin.11	MO_199	13.358	448496	161825630
MO_005.bin.11	MO_202			
MO_005.bin.11	MO_202	23.209	776143	220390378
MO_005.bin.11	MO_207	20.710	690978	185980280
MO_005.bin.11	MO_226			
MO_005.bin.11	MO_226	9.757	326022	192536472
MO_005.bin.11	MO_231	19.233	642548	204285722
MO_005.bin.11	MO_234			
MO_005.bin.11	MO_234	5.934	198646	200480924
MO_005.bin.11	MO_236	23.157	772368	203199906
MO_005.bin.12	MO_004	4.930	116175	200004964
MO_005.bin.12	MO_005	31.131	731925	168561172
MO_005.bin.12	MO_007	3.093	73232	222160814
MO_005.bin.12	MO_010	3.811	90024	235718514
MO_005.bin.12	MO_034	3.750	89023	204265724
MO_005.bin.12	MO_035			
MO_005.bin.12	MO_035	3.799	89942	189714592
MO_005.bin.12	MO_039	1.702	40262	170854532
MO_005.bin.12	MO_042	2.399	57316	188245052
MO_005.bin.12	MO_046	4.340	102705	242467494
MO_005.bin.12	MO_071			
MO_005.bin.12	MO_071	4.173	98417	177871088
MO_005.bin.12	MO_073			
MO_005.bin.12	MO_073	3.779	89044	171666644
MO_005.bin.12	MO_074			
MO_005.bin.12	MO_074	4.973	118794	198239308
MO_005.bin.12	MO_077			
MO_005.bin.12	MO_077	4.426	104183	212101902
MO_005.bin.12	MO_082			
MO_005.bin.12	MO_082			
MO_005.bin.12	MO_082	3.923	92380	194683030
MO_005.bin.12	MO_098	3.738	88092	191192506
MO_005.bin.12	MO_102	3.231	76113	166599040
MO_005.bin.12	MO_103	4.325	103217	199112586
MO_005.bin.12	MO_106	2.172	51794	225741060
MO_005.bin.12	MO_133			
MO_005.bin.12	MO_133			
MO_005.bin.12	MO_133	4.797	113098	193452788
MO_005.bin.12	MO_135	5.195	122688	272717042
MO_005.bin.12	MO_138	4.071	96069	174683304
MO_005.bin.12	MO_140	4.039	95128	168288246
MO_005.bin.12	MO_167			
MO_005.bin.12	MO_167			
MO_005.bin.12	MO_167	6.079	149559	211943942
MO_005.bin.12	MO_170	5.738	139112	264708624
MO_005.bin.12	MO_180			
MO_005.bin.12	MO_180	4.490	106002	233589058
MO_005.bin.12	MO_184	1.462	37490	264456404
MO_005.bin.12	MO_188	5.399	131927	207873516
MO_005.bin.12	MO_192	4.648	115545	264624116
MO_005.bin.12	MO_197	3.832	90475	181190328
MO_005.bin.12	MO_199	3.398	80905	161825630
MO_005.bin.12	MO_202	5.156	122130	220390378
MO_005.bin.12	MO_207	3.914	92633	185980280
MO_005.bin.12	MO_226	4.288	101291	192536472
MO_005.bin.12	MO_231	3.355	79517	204285722
MO_005.bin.12	MO_234	4.064	96136	200480924
MO_005.bin.12	MO_236	4.078	96140	203199906
MO_005.bin.18	MO_004			
MO_005.bin.18	MO_004			
MO_005.bin.18	MO_004	8.313	181621	200004964
MO_005.bin.18	MO_005	37.439	814990	168561172
MO_005.bin.18	MO_007	5.874	128782	222160814
MO_005.bin.18	MO_010	7.127	156136	235718514
MO_005.bin.18	MO_034	7.980	176889	204265724
MO_005.bin.18	MO_035			
MO_005.bin.18	MO_035			
MO_005.bin.18	MO_035	7.485	165273	189714592
MO_005.bin.18	MO_039			
MO_005.bin.18	MO_039			
MO_005.bin.18	MO_039	3.180	69685	170854532
MO_005.bin.18	MO_042	4.746	104948	188245052
MO_005.bin.18	MO_046	9.151	201488	242467494
MO_005.bin.18	MO_071	9.624	210560	177871088
MO_005.bin.18	MO_073	9.066	197915	171666644
MO_005.bin.18	MO_074	9.968	219993	198239308
MO_005.bin.18	MO_077			
MO_005.bin.18	MO_077			
MO_005.bin.18	MO_077	8.435	183995	212101902
MO_005.bin.18	MO_082	7.963	173702	194683030
MO_005.bin.18	MO_098			
MO_005.bin.18	MO_098			
MO_005.bin.18	MO_098	7.548	165034	191192506
MO_005.bin.18	MO_102			
MO_005.bin.18	MO_102			
MO_005.bin.18	MO_102	6.215	135768	166599040
MO_005.bin.18	MO_103			
MO_005.bin.18	MO_103			
MO_005.bin.18	MO_103	8.007	176805	199112586
MO_005.bin.18	MO_106	4.394	96998	225741060
MO_005.bin.18	MO_133	10.210	223279	193452788
MO_005.bin.18	MO_135	10.456	229455	272717042
MO_005.bin.18	MO_138			
MO_005.bin.18	MO_138			
MO_005.bin.18	MO_138	8.379	183465	174683304
MO_005.bin.18	MO_140	8.261	180205	168288246
MO_005.bin.18	MO_167	11.664	263977	211943942
MO_005.bin.18	MO_170	10.273	230144	264708624
MO_005.bin.18	MO_180			
MO_005.bin.18	MO_180	7.771	169738	233589058
MO_005.bin.18	MO_184	2.626	61651	264456404
MO_005.bin.18	MO_188	17.554	392401	207873516
MO_005.bin.18	MO_192	12.161	276468	264624116
MO_005.bin.18	MO_197			
MO_005.bin.18	MO_197	9.946	217773	181190328
MO_005.bin.18	MO_199	7.048	155259	161825630
MO_005.bin.18	MO_202	10.761	235932	220390378
MO_005.bin.18	MO_207	7.560	166381	185980280
MO_005.bin.18	MO_226	8.858	194630	192536472
MO_005.bin.18	MO_231	6.605	145854	204285722
MO_005.bin.18	MO_234	8.059	177142	200480924
MO_005.bin.18	MO_236			
MO_005.bin.18	MO_236	8.210	179652	203199906
MO_005.bin.4	MO_004			
MO_005.bin.4	MO_004			
MO_005.bin.4	MO_004	67.615	1769017	200004964
MO_005.bin.4	MO_005	57.235	1497398	168561172
MO_005.bin.4	MO_007	51.839	1358449	222160814
MO_005.bin.4	MO_010	63.796	1670545	235718514
MO_005.bin.4	MO_034			
MO_005.bin.4	MO_034			
MO_005.bin.4	MO_034	36.013	945019	204265724
MO_005.bin.4	MO_035	11.998	316617	189714592
MO_005.bin.4	MO_039	17.660	463115	170854532
MO_005.bin.4	MO_042			
MO_005.bin.4	MO_042			
MO_005.bin.4	MO_042	26.870	708511	188245052
MO_005.bin.4	MO_046			
MO_005.bin.4	MO_046			
MO_005.bin.4	MO_046	61.836	1619427	242467494
MO_005.bin.4	MO_071	57.172	1496216	177871088
MO_005.bin.4	MO_073	43.178	1129732	171666644
MO_005.bin.4	MO_074	54.262	1430505	198239308
MO_005.bin.4	MO_077	74.920	1959585	212101902
MO_005.bin.4	MO_082	118.740	3105064	194683030
MO_005.bin.4	MO_098			
MO_005.bin.4	MO_098			
MO_005.bin.4	MO_098	48.059	1257652	191192506
MO_005.bin.4	MO_102			
MO_005.bin.4	MO_102			
MO_005.bin.4	MO_102	36.894	965377	166599040
MO_005.bin.4	MO_103	41.922	1104623	199112586
MO_005.bin.4	MO_106	17.998	474721	225741060
MO_005.bin.4	MO_133	88.449	2313788	193452788
MO_005.bin.4	MO_135	33.823	886585	272717042
MO_005.bin.4	MO_138			
MO_005.bin.4	MO_138			
MO_005.bin.4	MO_138	63.572	1663573	174683304
MO_005.bin.4	MO_140	79.978	2091713	168288246
MO_005.bin.4	MO_167	16.743	456120	211943942
MO_005.bin.4	MO_170	58.385	1552841	264708624
MO_005.bin.4	MO_180	43.931	1150753	233589058
MO_005.bin.4	MO_184	21.563	589126	264456404
MO_005.bin.4	MO_188	38.271	1026209	207873516
MO_005.bin.4	MO_192			
MO_005.bin.4	MO_192			
MO_005.bin.4	MO_192	29.785	809001	264624116
MO_005.bin.4	MO_197			
MO_005.bin.4	MO_197			
MO_005.bin.4	MO_197	52.974	1386816	181190328
MO_005.bin.4	MO_199	31.823	837942	161825630
MO_005.bin.4	MO_202	77.275	2026412	220390378
MO_005.bin.4	MO_207	33.606	881130	185980280
MO_005.bin.4	MO_226			
MO_005.bin.4	MO_226			
MO_005.bin.4	MO_226	26.675	699649	192536472
MO_005.bin.4	MO_231			
MO_005.bin.4	MO_231			
MO_005.bin.4	MO_231	33.739	884649	204285722
MO_005.bin.4	MO_234			
MO_005.bin.4	MO_234	20.820	546441	200480924
MO_005.bin.4	MO_236			
MO_005.bin.4	MO_236	41.282	1080480	203199906
MO_005.bin.9	MO_004			
MO_005.bin.9	MO_004	18.390	447748	200004964
MO_005.bin.9	MO_005	55.142	1340269	168561172
MO_005.bin.9	MO_007	8.433	206227	222160814
MO_005.bin.9	MO_010	11.091	270961	235718514
MO_005.bin.9	MO_034			
MO_005.bin.9	MO_034	20.657	505804	204265724
MO_005.bin.9	MO_035			
MO_005.bin.9	MO_035	28.239	689139	189714592
MO_005.bin.9	MO_039			
MO_005.bin.9	MO_039	5.227	127731	170854532
MO_005.bin.9	MO_042	8.951	220137	188245052
MO_005.bin.9	MO_046	20.107	491493	242467494
MO_005.bin.9	MO_071			
MO_005.bin.9	MO_071	18.856	459597	177871088
MO_005.bin.9	MO_073			
MO_005.bin.9	MO_073	16.141	393024	171666644
MO_005.bin.9	MO_074	20.887	513257	198239308
MO_005.bin.9	MO_077	15.803	384532	212101902
MO_005.bin.9	MO_082	13.197	321208	194683030
MO_005.bin.9	MO_098			
MO_005.bin.9	MO_098	12.653	308693	191192506
MO_005.bin.9	MO_102			
MO_005.bin.9	MO_102	10.330	251694	166599040
MO_005.bin.9	MO_103	12.469	306955	199112586
MO_005.bin.9	MO_106	7.153	176120	225741060
MO_005.bin.9	MO_133	20.106	489967	193452788
MO_005.bin.9	MO_135			
MO_005.bin.9	MO_135	26.986	657711	272717042
MO_005.bin.9	MO_138			
MO_005.bin.9	MO_138	18.498	450902	174683304
MO_005.bin.9	MO_140			
MO_005.bin.9	MO_140	15.972	388725	168288246
MO_005.bin.9	MO_167	26.948	676150	211943942
MO_005.bin.9	MO_170	16.092	401460	264708624
MO_005.bin.9	MO_180	10.166	247980	233589058
MO_005.bin.9	MO_184			
MO_005.bin.9	MO_184	3.920	102652	264456404
MO_005.bin.9	MO_188			
MO_005.bin.9	MO_188	22.787	569185	207873516
MO_005.bin.9	MO_192	18.039	457613	264624116
MO_005.bin.9	MO_197			
MO_005.bin.9	MO_197	19.346	471890	181190328
MO_005.bin.9	MO_199			
MO_005.bin.9	MO_199	14.583	357571	161825630
MO_005.bin.9	MO_202	18.368	448877	220390378
MO_005.bin.9	MO_207	21.905	534860	185980280
MO_005.bin.9	MO_226	27.407	668205	192536472
MO_005.bin.9	MO_231	10.556	258871	204285722
MO_005.bin.9	MO_234	16.405	400456	200480924
MO_005.bin.9	MO_236	19.576	476865	203199906
MO_035.bin.13	MO_004	6.672	139901	200004964
MO_035.bin.13	MO_005	4.905	103467	168561172
MO_035.bin.13	MO_007	2.732	57860	222160814
MO_035.bin.13	MO_010	3.415	72158	235718514
MO_035.bin.13	MO_034			
MO_035.bin.13	MO_034	11.318	240148	204265724
MO_035.bin.13	MO_035	25.847	541699	189714592
MO_035.bin.13	MO_039	2.451	51524	170854532
MO_035.bin.13	MO_042	5.637	118910	188245052
MO_035.bin.13	MO_046			
MO_035.bin.13	MO_046	12.063	254095	242467494
MO_035.bin.13	MO_071			
MO_035.bin.13	MO_071	5.414	114750	177871088
MO_035.bin.13	MO_073	5.850	123244	171666644
MO_035.bin.13	MO_074	3.779	80439	198239308
MO_035.bin.13	MO_077	7.099	148611	212101902
MO_035.bin.13	MO_082	8.071	168665	194683030
MO_035.bin.13	MO_098	8.700	182882	191192506
MO_035.bin.13	MO_102	8.548	178958	166599040
MO_035.bin.13	MO_103	6.073	128524	199112586
MO_035.bin.13	MO_106	2.673	56746	225741060
MO_035.bin.13	MO_133	5.197	110194	193452788
MO_035.bin.13	MO_135	2.508	53858	272717042
MO_035.bin.13	MO_138	6.952	146480	174683304
MO_035.bin.13	MO_140			
MO_035.bin.13	MO_140	4.198	88316	168288246
MO_035.bin.13	MO_167	7.308	159547	211943942
MO_035.bin.13	MO_170			
MO_035.bin.13	MO_170	5.738	123991	264708624
MO_035.bin.13	MO_180			
MO_035.bin.13	MO_180			
MO_035.bin.13	MO_180	3.992	83939	233589058
MO_035.bin.13	MO_184	1.255	29166	264456404
MO_035.bin.13	MO_188	3.034	66655	207873516
MO_035.bin.13	MO_192	4.221	94033	264624116
MO_035.bin.13	MO_197	12.224	257021	181190328
MO_035.bin.13	MO_199	3.073	65424	161825630
MO_035.bin.13	MO_202			
MO_035.bin.13	MO_202			
MO_035.bin.13	MO_202	5.341	112540	220390378
MO_035.bin.13	MO_207			
MO_035.bin.13	MO_207	11.192	236035	185980280
MO_035.bin.13	MO_226	7.758	164392	192536472
MO_035.bin.13	MO_231	2.284	49699	204285722
MO_035.bin.13	MO_234	2.851	61178	200480924
MO_035.bin.13	MO_236			
MO_035.bin.13	MO_236	9.670	203447	203199906
MO_035.bin.17	MO_004			
MO_035.bin.17	MO_004	1.804	49027	200004964
MO_035.bin.17	MO_005			
MO_035.bin.17	MO_005			
MO_035.bin.17	MO_005	1.406	38255	168561172
MO_035.bin.17	MO_007	1.312	35904	222160814
MO_035.bin.17	MO_010	1.714	46727	235718514
MO_035.bin.17	MO_034	2.950	80399	204265724
MO_035.bin.17	MO_035	17.136	464512	189714592
MO_035.bin.17	MO_039	1.927	52431	170854532
MO_035.bin.17	MO_042	1.184	32748	188245052
MO_035.bin.17	MO_046	4.145	112653	242467494
MO_035.bin.17	MO_071	1.207	32933	177871088
MO_035.bin.17	MO_073	1.067	29039	171666644
MO_035.bin.17	MO_074	2.021	55869	198239308
MO_035.bin.17	MO_077	1.827	49600	212101902
MO_035.bin.17	MO_082			
MO_035.bin.17	MO_082	1.560	42370	194683030
MO_035.bin.17	MO_098			
MO_035.bin.17	MO_098			
MO_035.bin.17	MO_098			
MO_035.bin.17	MO_098	1.641	44605	191192506
MO_035.bin.17	MO_102	1.437	39013	166599040
MO_035.bin.17	MO_103	1.827	50590	199112586
MO_035.bin.17	MO_106			
MO_035.bin.17	MO_106			
MO_035.bin.17	MO_106	0.614	17060	225741060
MO_035.bin.17	MO_133	1.867	50736	193452788
MO_035.bin.17	MO_135			
MO_035.bin.17	MO_135	1.325	36252	272717042
MO_035.bin.17	MO_138			
MO_035.bin.17	MO_138	1.300	35402	174683304
MO_035.bin.17	MO_140	1.511	41025	168288246
MO_035.bin.17	MO_167			
MO_035.bin.17	MO_167	0.842	25067	211943942
MO_035.bin.17	MO_170	2.250	63641	264708624
MO_035.bin.17	MO_180			
MO_035.bin.17	MO_180			
MO_035.bin.17	MO_180	1.756	47843	233589058
MO_035.bin.17	MO_184	0.505	15368	264456404
MO_035.bin.17	MO_188	1.075	31084	207873516
MO_035.bin.17	MO_192	1.029	30404	264624116
MO_035.bin.17	MO_197	1.102	30081	181190328
MO_035.bin.17	MO_199	0.942	26128	161825630
MO_035.bin.17	MO_202	1.442	39535	220390378
MO_035.bin.17	MO_207	1.209	33038	185980280
MO_035.bin.17	MO_226	0.676	18606	192536472
MO_035.bin.17	MO_231	0.708	19729	204285722
MO_035.bin.17	MO_234	0.760	20949	200480924
MO_035.bin.17	MO_236	1.270	34552	203199906
MO_035.bin.22	MO_004	9.148	283794	200004964
MO_035.bin.22	MO_005	8.443	263990	168561172
MO_035.bin.22	MO_007	6.136	191824	222160814
MO_035.bin.22	MO_010			
MO_035.bin.22	MO_010	7.409	228937	235718514
MO_035.bin.22	MO_034	8.739	286529	204265724
MO_035.bin.22	MO_035			
MO_035.bin.22	MO_035	30.789	958316	189714592
MO_035.bin.22	MO_039			
MO_035.bin.22	MO_039	3.721	115356	170854532
MO_035.bin.22	MO_042	5.173	162418	188245052
MO_035.bin.22	MO_046			
MO_035.bin.22	MO_046			
MO_035.bin.22	MO_046	9.053	289913	242467494
MO_035.bin.22	MO_071			
MO_035.bin.22	MO_071			
MO_035.bin.22	MO_071	8.181	258373	177871088
MO_035.bin.22	MO_073			
MO_035.bin.22	MO_073			
MO_035.bin.22	MO_073			
MO_035.bin.22	MO_073	7.053	220992	171666644
MO_035.bin.22	MO_074			
MO_035.bin.22	MO_074			
MO_035.bin.22	MO_074			
MO_035.bin.22	MO_074	9.498	296053	198239308
MO_035.bin.22	MO_077			
MO_035.bin.22	MO_077			
MO_035.bin.22	MO_077			
MO_035.bin.22	MO_077	9.072	280646	212101902
MO_035.bin.22	MO_082	8.941	275934	194683030
MO_035.bin.22	MO_098	7.601	239557	191192506
MO_035.bin.22	MO_102	6.541	204843	166599040
MO_035.bin.22	MO_103			
MO_035.bin.22	MO_103			
MO_035.bin.22	MO_103	7.730	241621	199112586
MO_035.bin.22	MO_106			
MO_035.bin.22	MO_106			
MO_035.bin.22	MO_106			
MO_035.bin.22	MO_106	5.210	162340	225741060
MO_035.bin.22	MO_133			
MO_035.bin.22	MO_133			
MO_035.bin.22	MO_133			
MO_035.bin.22	MO_133	10.689	335112	193452788
MO_035.bin.22	MO_135			
MO_035.bin.22	MO_135	9.990	310711	272717042
MO_035.bin.22	MO_138	8.557	268679	174683304
MO_035.bin.22	MO_140	8.932	276838	168288246
MO_035.bin.22	MO_167	9.857	316869	211943942
MO_035.bin.22	MO_170	10.445	330901	264708624
MO_035.bin.22	MO_180	7.977	246126	233589058
MO_035.bin.22	MO_184	4.368	149531	264456404
MO_035.bin.22	MO_188	8.827	281367	207873516
MO_035.bin.22	MO_192	8.892	296583	264624116
MO_035.bin.22	MO_197	7.815	249712	181190328
MO_035.bin.22	MO_199	6.157	192761	161825630
MO_035.bin.22	MO_202	9.287	288715	220390378
MO_035.bin.22	MO_207			
MO_035.bin.22	MO_207	7.893	253898	185980280
MO_035.bin.22	MO_226			
MO_035.bin.22	MO_226	8.466	271146	192536472
MO_035.bin.22	MO_231			
MO_035.bin.22	MO_231	5.644	180590	204285722
MO_035.bin.22	MO_234			
MO_035.bin.22	MO_234	6.728	211982	200480924
MO_035.bin.22	MO_236			
MO_035.bin.22	MO_236			
MO_035.bin.22	MO_236			
MO_035.bin.22	MO_236	8.022	253707	203199906
MO_035.bin.25	MO_004			
MO_035.bin.25	MO_004	10.974	284156	200004964
MO_035.bin.25	MO_005			
MO_035.bin.25	MO_005	11.713	303201	168561172
MO_035.bin.25	MO_007			
MO_035.bin.25	MO_007			
MO_035.bin.25	MO_007	6.463	167907	222160814
MO_035.bin.25	MO_010			
MO_035.bin.25	MO_010			
MO_035.bin.25	MO_010			
MO_035.bin.25	MO_010	8.472	219727	235718514
MO_035.bin.25	MO_034	20.415	529221	204265724
MO_035.bin.25	MO_035	40.907	1058736	189714592
MO_035.bin.25	MO_039	4.213	109401	170854532
MO_035.bin.25	MO_042	7.022	183526	188245052
MO_035.bin.25	MO_046	17.385	450586	242467494
MO_035.bin.25	MO_071	18.459	477860	177871088
MO_035.bin.25	MO_073	16.913	437716	171666644
MO_035.bin.25	MO_074	16.353	427325	198239308
MO_035.bin.25	MO_077	21.855	565410	212101902
MO_035.bin.25	MO_082			
MO_035.bin.25	MO_082	9.167	237314	194683030
MO_035.bin.25	MO_098			
MO_035.bin.25	MO_098			
MO_035.bin.25	MO_098			
MO_035.bin.25	MO_098	9.079	235134	191192506
MO_035.bin.25	MO_102	7.509	194361	166599040
MO_035.bin.25	MO_103			
MO_035.bin.25	MO_103	9.811	256518	199112586
MO_035.bin.25	MO_106			
MO_035.bin.25	MO_106			
MO_035.bin.25	MO_106			
MO_035.bin.25	MO_106	5.924	154870	225741060
MO_035.bin.25	MO_133			
MO_035.bin.25	MO_133			
MO_035.bin.25	MO_133	17.094	442547	193452788
MO_035.bin.25	MO_135			
MO_035.bin.25	MO_135	20.253	524831	272717042
MO_035.bin.25	MO_138	16.126	417518	174683304
MO_035.bin.25	MO_140	13.928	360415	168288246
MO_035.bin.25	MO_167			
MO_035.bin.25	MO_167	16.767	448742	211943942
MO_035.bin.25	MO_170			
MO_035.bin.25	MO_170			
MO_035.bin.25	MO_170	11.895	315170	264708624
MO_035.bin.25	MO_180			
MO_035.bin.25	MO_180			
MO_035.bin.25	MO_180	8.037	208438	233589058
MO_035.bin.25	MO_184	2.858	78850	264456404
MO_035.bin.25	MO_188	14.814	394271	207873516
MO_035.bin.25	MO_192	12.391	334930	264624116
MO_035.bin.25	MO_197			
MO_035.bin.25	MO_197	19.682	509571	181190328
MO_035.bin.25	MO_199			
MO_035.bin.25	MO_199			
MO_035.bin.25	MO_199	12.084	314968	161825630
MO_035.bin.25	MO_202			
MO_035.bin.25	MO_202	15.691	407557	220390378
MO_035.bin.25	MO_207	20.790	538426	185980280
MO_035.bin.25	MO_226			
MO_035.bin.25	MO_226	29.250	757196	192536472
MO_035.bin.25	MO_231	9.982	259145	204285722
MO_035.bin.25	MO_234			
MO_035.bin.25	MO_234	14.721	381873	200480924
MO_035.bin.25	MO_236	16.918	437883	203199906
MO_035.bin.2	MO_004	26.197	628363	200004964
MO_035.bin.2	MO_005	24.952	598731	168561172
MO_035.bin.2	MO_007	12.328	296879	222160814
MO_035.bin.2	MO_010	15.320	368302	235718514
MO_035.bin.2	MO_034	33.758	812837	204265724
MO_035.bin.2	MO_035	62.083	1490140	189714592
MO_035.bin.2	MO_039			
MO_035.bin.2	MO_039	6.454	155533	170854532
MO_035.bin.2	MO_042			
MO_035.bin.2	MO_042	11.083	268544	188245052
MO_035.bin.2	MO_046	32.968	792711	242467494
MO_035.bin.2	MO_071	23.064	554081	177871088
MO_035.bin.2	MO_073			
MO_035.bin.2	MO_073	21.314	511473	171666644
MO_035.bin.2	MO_074			
