	6	10	16	18	20	22	32	59	64	68	75	81	85	105	107	133	138	146	157	171	191	194	209	222	226	234	237	262	265	270	279	283	286	338	357	374	379	407	425	434	441	445	469	475	482	497	507	517	522	528	532	535	541	547	551	561	579	586	590	613	620	626	629	637	642	657	662	713	724	745	768	773	780	810	816	830	836	838	841	846	848	872	893	896	904	906	911	914	919	933	943	953	958	963	965	970	978	1011	1013	1016	1021	1030	1033	1041	1051	1060	1073	1091	1099	1107	1111	1125	1129	1152	1158	1163	1177	1186	1190	1203	1218	1227	1234	1243	1253	1257	1263	1279	1298	1301	1350	1357	1372	1375	1378	1380	1386	1485	1562	1569	1573	1578	1637	1647	1649	1654	1663	1678	1696	1707	1716	1740	1743	1754	1763	1813	1817	1827	1835	1839	1847	1849	1851	1854	1865	1873	1883	1988	2005	2013	2023	2034	2040	2050	2053	2060	2063	2077	2093	2147	2289	2330	2335	2370	2420	2422	2425	2433	2701	2723	2735	2742	2745	2747	2755	12916	12960	13134	13687	28033	28050	28067	28100	28196	28209	28222	28228	28231	28253	28263	28443	28453	28884	28895	29330	29331	29465	29487	29521	29574	29580	31983	31988	32008	32012	32067	32199	32207	32257	33024	33042	33055	33057	33877	33882	33886	33926	33951	33973	33986	33993	34008	34019	34037	34067	34072	34084	34098	35798	35823	35832	36853	36862	37914	37924	38501	39773	39845	39948	40222	40323	40544	41275	42054	42255	43668	43673	43988	44000	44011	44013	44249	44258	44747	45667	45669	46205	46254	46255	46352	46913	47251	47420	48075	48736	49082	49277	50709	51228	51668	52225	52959	52972	53244	53246	53335	53357	53457	53460	53945	55079	55080	55968	56112	57493	57494	57495	57665	58050	58113	59732	59735	59739	59753	60136	60919	61170	61434	61653	64001	64159	64895	64968	65551	66831	66848	67572	67575	68287	68288	68335	69474	70411	72173	73029	73918	74030	74385	75309	75687	75905	75984	76831	76833	76890	79206	80865	81466	81682	82373	82986	83612	83614	83618	83681	84108	84111	84404	84406	84567	85265	85413	86331	86795	88138	89404	89583	89966	90243	91914	92793	93217	93682	96492	97050	98443	99479	102106	102234	104264	104267	106589	106591	106633	109262	110932	111142	111500	111782	112040	115780	117563	119977	120831	120961	122277	125216	129337	129577	133925	135575	136099	140625	142577	143222	146784	149698	150203	150247	152180	153232	153265	155977	156973	157226	157920	158481	158483	158846	160798	162289	165695	165696	165697	165779	166953	167375	168694	168934	171412	171673	173479	174951	175304	178469	180162	180541	182269	182709	184869	184923	186650	188143	188905	189330	191028	191303	191494	195950	196081	198251	201096	202746	203470	203804	204286	204447	204456	207244	207599	208215	212743	212790	214906	221065	225842	227979	228398	231052	231454	232523	235572	238783	239759	241192	242605	244127	244698	245186	245876	246861	246875	252301	252356	258255	261933	261963	264688	265488	265570	265975	265976	266808	267408	267849	273135	274591	281915	282132	282682	283168	283735	285107	286104	286130	286801	289201	290174	290180	290425	291183	292486	292691	293088	302485	305899	305976	323620	326319	327159	329857	334107	335927	336276	349742	351094	359337	359407	361177	361607	362865	363408	364316	365348	367298	375288	376488	378210	379899	380240	390846	392332	392733	397864	399320	400634	401618	407217	413435	414371	416212	416916	419014	428711	442430	454159	456492	458839	459786	478070	484508	490567	496496	511745	543311	559173	561367	568394	572511	573139	574697	577309	577469	580024	582472	599653	630749	648800	651456	651660	655184	665874	670486	682522	747294	762551	875170	940550	940557	946234	984996	1004301	1069494	1079922	1164882	1172191	1211036	1217415	1263978	1279388	1283313	1303912	1329200	1335745	1344552	1348911	1392389	1433986	1433999	1434011	1443590	1472762	1579315	1608457	1621534	1643951	1653174	1679002	1679449	1689250	1742989	1742993	1755683	1822464	1827195	1906945	1911556	1912215	1912216	1912503	1960084	2035811	2038280	2039723	2047815	NA
MO_004	8	10	8	45	10	44	2	4	3	26	3	89	52	5	0	13	9	171	40	5	65	3	6	4	29	1	21	9	85	9	4	2	133	7	7	76	15	16	13	15	18	154	11	9	16	12	4	1	4	7	1	3	3	2	0	0	1	0	0	12	0	0	3	6	11	16	43	2	4	2	1	23	11	0	7	11	38	29	6	0	4	221	19	1629	4	19	1	49	3	34	0	0	18	2	18	24	0	3	0	21	224	70	1	105	94	32	8	22	1	1	21	2	227	24	11	5	32	20	3	6	46	66	13	1	2	3	36	14	9	7	2	0	0	8	1	4	59	36	47	4	0	57	0	0	0	27	6	7	2	2	54	11	7	2	8	1	1	1	1	9	4	1	0	5	4	0	17	9	6	10	6	0	4	2	7	0	0	1	9	15	23	8	27	4	1	2	42	59	2	9	146	48	104	4	0	1	5	31	57	18	0	1	5	4	9	31	6	91	26	1	0	9	12	2	25	4	11	3	0	0	0	7	12	2	8	1	4	0	0	2	0	10	3	1	2	0	8	2	19	2	7	46	20	4	6	0	0	4	8	8	6	3	3	1	4	11	37	0	10	52	4	2	16	4	13	8	1	242	13	54	1	42	7	0	1	4	0	1	5	0	23	147	0	137	13	1	16	8	7	4	2	16	1	5	29	14	1	7	1	4	6	4	1	3	3	5	7	0	5	7	3	0	2	73	87	0	0	4	16	31	5	0	2	7	8	0	58	28	14	2	7	0	9	4	6	6	180	1	9	10	5	3	4	46	5	2	0	2	0	0	2	4	8	4	0	7	8	3	3	18	13	13	0	0	1	80	2	4	1	3	0	3	35	0	83	34	0	8	230	26	11	5	5	81	38	0	12	87	2	8	18	2	8	4	9	1	8	0	21	12	94	0	0	3	1	60	1	0	1	161	44	8	10	5	1	0	37	0	1	2	35	26	26	10	16	6	4	1	27	2	118	16	0	2	15	4	33	6	0	2	1	15	6	128	3	13	3	17	1	3	18	2	2	2	7	11	13	25	4	6	19	4	7	3	5	4	0	0	7	3	0	3	14	57	13	0	3	8	62	15	6	10	46	34	18	4	56	3	353	11	3	5	8	0	12	0	6	2	0	27	3	15	29	11	11	1	2	28	4	1	20	0	1	20	26	40	3	5	6	1	4	1	47	7	141	2	16	6	35	4	1	17	0	9	0	2	6	0	0	14	11	11	8	3	8	0	7	0	2	17	1	1	0	0	237	46	0	2	8	43	0	22	0	5	1	0	2	5	5	19	0	0	3	1	0	45	56	0	10	0	45	0	3	169	0	13	42	20	3	0	0	2	1	7	0	9	18	0	10	1	1	369	0	72	2	0	5	42	0	4	2	9	16	172	45	3	17	1	33	2	0	0	52	0	2	0	3	3	6	58	1	14	1	3	0	50277
MO_005	2	8	1	52	12	38	3	2	1	15	7	71	206	5	3	10	3	163	49	10	43	6	5	1	27	6	10	0	96	1	2	2	96	1	19	88	17	18	5	16	9	120	7	5	8	10	0	1	4	2	4	1	3	0	2	0	0	5	0	7	0	1	1	1	3	13	38	2	1	2	1	27	5	1	4	4	34	14	2	0	0	164	15	1484	7	10	1	33	3	27	0	0	33	0	17	11	0	2	4	20	161	51	3	330	74	51	8	33	1	1	64	2	160	19	24	4	18	15	5	4	36	41	13	0	1	2	19	8	8	8	4	0	0	3	1	4	28	46	44	0	0	40	4	2	1	17	3	12	0	2	44	3	7	3	12	1	0	5	1	3	1	1	0	4	1	0	9	9	6	13	1	0	0	1	2	0	0	1	9	20	13	11	11	0	2	1	30	70	0	11	126	33	85	0	1	0	4	25	49	9	2	0	4	4	7	27	7	76	14	1	0	14	6	1	29	0	2	6	0	0	1	3	12	2	7	0	5	0	3	5	1	3	5	0	1	0	14	5	6	1	3	53	18	0	9	0	2	1	10	14	7	4	5	0	1	4	33	0	8	38	3	2	12	7	11	5	1	147	5	28	4	36	7	1	0	3	1	0	4	0	23	308	0	107	13	2	10	7	0	1	1	10	1	1	33	15	1	4	0	7	2	3	0	1	10	1	5	0	1	3	3	0	1	47	98	1	1	9	18	25	4	1	2	1	8	1	40	37	18	0	1	0	6	29	5	3	174	0	1	6	9	0	2	28	6	8	0	1	1	1	0	2	8	6	1	14	4	6	0	6	4	4	1	0	0	45	6	5	0	0	0	0	14	0	82	14	2	5	146	18	8	2	5	61	14	0	7	61	3	11	12	0	7	0	10	0	10	1	16	22	75	0	0	3	1	50	1	1	1	131	20	0	20	0	1	0	35	2	2	2	23	24	23	7	15	5	2	0	20	0	49	14	0	0	12	1	21	15	1	1	3	7	8	162	1	30	1	13	3	0	13	2	5	3	3	3	16	13	4	0	45	1	1	4	7	7	0	3	4	1	0	1	15	50	11	0	0	10	71	23	3	15	44	20	18	2	51	1	199	9	2	2	11	0	9	0	17	0	3	26	9	12	25	17	3	0	6	20	3	0	13	0	2	12	24	35	6	1	3	7	2	0	45	1	140	0	10	8	91	4	0	8	0	3	0	2	1	1	0	9	10	22	9	0	12	0	2	0	0	3	5	0	0	0	217	56	1	0	3	21	0	11	0	7	0	0	3	1	2	19	2	0	5	1	1	46	39	0	3	0	34	1	5	71	3	4	31	26	7	0	1	3	1	7	1	2	18	0	6	0	0	353	1	31	0	0	5	58	0	1	1	3	29	223	50	2	15	2	65	2	0	0	30	1	2	0	4	8	10	65	0	11	0	4	0	42026
MO_007	5	9	1	33	5	26	0	2	1	15	3	25	19	1	1	1	11	93	33	13	22	0	1	3	33	0	9	7	28	10	2	0	98	1	6	20	5	7	6	11	3	100	8	5	11	7	2	0	0	3	0	5	0	0	2	0	2	0	0	5	0	0	1	2	10	14	39	2	0	2	1	17	4	6	5	7	30	15	1	1	1	84	14	1450	2	6	0	46	2	32	0	1	31	1	25	15	0	2	3	18	204	65	0	83	68	14	1	19	4	10	10	5	197	25	22	1	9	15	5	0	29	56	17	0	1	2	24	21	8	4	2	1	0	8	0	3	28	35	28	0	0	43	6	2	1	7	3	7	3	1	36	8	3	5	3	0	0	0	0	0	1	0	0	1	4	1	13	0	1	8	3	0	1	5	7	0	0	0	6	15	9	6	10	0	1	0	60	59	2	1	128	32	82	2	0	0	3	20	32	11	2	0	7	8	1	24	5	59	17	0	0	14	3	3	19	2	3	4	0	0	1	1	3	4	8	3	12	0	2	2	4	0	1	0	0	0	3	0	4	7	3	15	11	0	7	0	1	1	9	7	0	5	3	0	4	1	37	0	10	36	3	2	10	16	9	5	0	216	17	38	4	19	1	0	0	4	3	0	1	0	8	128	0	78	5	0	26	4	1	0	0	14	0	0	25	11	2	2	0	11	4	3	0	1	2	3	4	1	11	1	3	0	4	65	70	0	0	3	2	12	5	0	6	3	5	0	35	17	4	3	3	0	1	3	4	4	75	3	5	5	5	2	1	22	4	2	0	0	0	0	0	9	6	1	0	15	1	0	0	18	11	5	3	0	0	64	0	11	0	0	0	0	10	2	34	19	0	8	154	13	16	0	0	54	32	0	5	68	2	10	7	0	6	5	2	0	3	0	24	8	58	0	0	0	3	55	1	0	0	73	4	7	4	4	0	0	34	0	2	5	41	10	6	2	8	1	2	0	13	0	18	19	1	0	13	0	22	4	1	7	0	7	15	73	7	25	5	2	1	0	5	0	12	1	5	5	5	4	2	0	7	2	0	4	5	6	0	8	3	5	0	1	3	68	8	0	4	6	43	11	4	6	18	27	5	0	48	0	140	10	0	0	10	0	3	1	1	0	0	15	3	17	11	25	8	0	3	18	0	3	26	0	0	4	12	47	2	4	10	0	5	0	45	2	133	0	13	2	19	4	4	20	1	7	0	0	0	3	0	11	7	7	3	0	1	0	3	0	2	6	12	0	0	1	301	37	0	0	2	24	3	7	0	3	0	1	4	0	5	8	2	0	2	4	2	29	47	1	5	1	30	0	2	84	0	5	17	17	5	0	0	5	2	1	0	4	21	1	1	1	0	299	1	32	4	0	6	16	2	2	2	2	17	108	22	5	16	4	28	1	0	0	64	0	1	1	7	5	2	132	0	14	1	2	0	39032
MO_010	0	19	2	52	2	40	1	4	4	27	3	44	26	18	3	0	1	101	36	7	9	3	6	0	35	1	20	12	44	2	4	1	175	2	11	59	6	14	11	25	8	124	24	9	3	17	2	1	8	3	3	7	0	0	2	0	1	4	0	2	0	2	1	4	9	32	64	2	2	1	0	20	8	13	11	24	34	24	9	3	1	156	11	1517	5	12	0	49	5	41	0	0	25	0	20	23	1	1	3	23	220	75	7	92	65	15	4	17	1	6	11	4	212	23	40	14	23	27	4	6	18	53	19	1	7	1	21	12	16	2	10	0	0	1	0	17	51	36	45	0	0	54	4	0	0	19	8	3	5	2	54	16	2	6	2	1	5	2	1	6	4	2	2	0	2	2	20	1	3	12	6	0	0	5	3	0	0	0	19	18	30	11	20	0	2	0	104	91	0	3	172	41	84	4	3	0	4	11	38	13	0	0	4	4	0	38	10	94	16	4	0	29	10	3	48	4	3	7	0	0	0	10	5	0	11	0	8	0	1	9	2	7	6	0	2	0	3	0	18	3	6	35	29	2	9	0	1	3	2	13	0	4	1	0	6	7	31	1	11	43	7	1	16	6	14	12	0	309	15	43	4	23	2	0	4	2	0	0	6	0	16	136	0	80	8	0	28	5	7	3	6	17	0	2	41	8	2	1	0	1	4	10	0	1	2	2	4	2	9	4	10	0	9	90	77	0	0	6	4	32	7	1	12	3	5	4	48	21	9	3	10	0	6	2	4	12	105	0	15	9	2	2	0	36	2	5	0	1	1	0	0	14	12	8	1	10	7	1	4	16	13	1	2	1	0	85	3	4	0	1	0	6	27	0	60	24	0	8	155	21	13	1	2	60	35	1	6	92	1	26	17	0	10	12	1	0	7	0	35	19	57	0	0	0	3	82	0	0	0	107	9	10	3	5	1	1	40	0	5	2	50	17	14	5	10	0	3	0	16	0	22	20	1	1	16	2	16	7	0	0	3	3	9	79	12	18	3	6	0	0	24	2	14	1	9	7	4	2	3	9	20	4	4	2	13	6	0	2	3	8	3	3	6	75	25	0	3	16	68	22	15	13	30	45	8	1	65	4	200	4	5	8	15	0	16	0	3	0	5	13	3	30	13	20	6	0	5	30	10	0	14	0	4	10	23	58	0	6	16	14	0	3	42	8	149	0	9	11	20	14	1	16	0	15	0	3	13	1	8	22	7	19	3	0	2	2	3	0	4	7	6	0	0	0	366	48	0	0	2	17	0	14	0	8	0	0	0	0	2	5	0	0	1	4	4	30	43	4	3	6	45	0	16	88	0	8	24	25	6	3	0	2	0	2	0	6	20	1	13	4	1	404	0	51	5	0	2	32	2	0	5	3	14	125	39	6	4	5	27	1	2	0	62	2	4	0	8	2	2	120	0	13	0	6	0	49579
MO_034	4	11	3	33	2	33	1	0	1	22	2	55	52	8	4	7	1	116	33	6	24	14	12	1	30	8	28	1	90	10	5	2	95	1	13	94	11	14	7	10	5	91	6	12	10	8	1	1	5	6	2	2	0	0	3	1	3	2	0	3	0	0	1	2	8	23	48	9	2	0	0	29	20	1	5	6	19	14	11	5	3	134	11	862	2	8	4	33	1	29	4	0	27	0	17	17	0	2	4	28	116	75	2	176	78	36	5	21	2	4	40	14	259	28	22	8	21	30	9	8	42	44	13	2	4	1	28	7	3	1	1	1	0	4	0	6	48	35	52	2	0	45	3	0	0	37	8	7	6	6	73	7	3	3	18	1	5	11	0	14	3	3	2	3	2	1	6	7	4	11	9	1	4	2	4	0	3	1	9	20	11	9	9	1	1	0	52	134	0	4	163	34	100	3	0	0	2	12	36	17	1	0	11	38	3	18	2	71	25	1	0	12	9	1	13	2	10	1	0	1	1	3	9	3	9	4	9	3	0	4	1	4	4	0	4	0	6	3	8	3	2	52	11	0	6	1	0	1	10	12	4	2	5	2	1	3	35	0	11	26	1	0	10	6	9	4	2	315	7	49	0	22	12	0	0	3	0	0	9	0	30	157	0	96	13	0	28	1	1	2	3	17	0	5	50	9	0	9	1	10	4	10	0	2	0	3	3	1	17	5	12	0	2	59	198	0	0	2	16	31	4	0	3	6	8	1	38	27	15	6	0	0	5	11	8	6	284	1	2	11	4	0	0	26	2	8	0	0	0	2	1	14	6	15	0	12	7	4	5	20	3	2	0	3	0	104	6	16	3	0	0	2	45	0	126	24	0	8	200	20	21	0	5	70	33	0	4	116	2	19	7	0	8	15	5	0	7	1	28	23	62	0	0	0	2	72	0	1	0	251	17	8	13	1	0	0	17	0	1	7	28	12	15	2	5	1	11	1	9	0	27	14	0	0	21	0	14	9	3	4	0	7	15	237	0	53	2	10	0	1	15	4	30	1	9	5	9	4	3	5	8	2	0	0	12	6	0	3	1	3	0	3	17	54	0	0	3	15	96	29	6	17	77	39	18	6	59	5	352	8	0	1	12	1	14	1	8	1	3	38	4	26	51	20	14	1	4	35	5	0	18	0	0	6	40	34	0	5	7	0	1	1	76	5	112	0	11	5	40	5	0	19	0	8	1	2	4	0	2	16	5	10	4	1	6	1	2	0	0	13	5	2	0	0	188	21	0	0	5	42	2	7	0	2	0	0	3	1	4	26	0	0	6	4	0	92	46	1	11	0	30	0	2	218	0	16	50	34	5	0	0	3	0	4	0	6	36	0	16	0	0	201	0	53	4	1	2	84	0	2	5	6	50	306	46	7	26	5	69	0	0	0	43	1	2	0	2	1	2	30	0	13	0	13	1	41378
MO_035	5	6	1	39	8	30	0	0	1	16	4	201	47	5	1	9	1	98	29	6	5	1	3	0	8	3	7	1	189	4	0	6	49	1	17	135	46	31	3	3	3	54	4	13	10	6	1	0	4	16	4	0	1	0	0	0	1	1	1	1	0	0	0	0	3	2	15	0	0	0	1	65	4	2	5	19	22	17	24	1	4	125	11	289	0	10	0	37	2	17	0	1	21	4	8	26	2	0	0	13	79	44	8	127	72	41	6	15	0	4	24	2	129	11	18	3	2	6	3	2	14	17	4	7	4	7	20	13	8	5	3	2	1	5	0	12	48	49	50	3	0	31	3	0	3	52	30	11	7	6	117	6	9	7	22	1	1	19	0	18	8	1	0	5	0	7	18	13	9	32	2	3	9	0	8	0	0	1	13	18	3	10	21	1	3	1	31	160	3	5	304	24	55	2	0	0	3	9	36	8	3	0	24	5	12	2	4	47	21	2	0	3	11	1	23	3	10	1	0	0	0	4	17	1	7	1	12	0	3	1	0	4	2	0	3	0	8	1	11	2	0	75	13	0	4	0	0	2	7	5	13	2	0	0	9	9	10	1	11	29	4	2	3	2	27	7	1	129	13	18	1	16	2	0	0	6	2	1	2	0	45	50	5	48	6	2	18	1	4	2	6	3	0	5	23	5	0	15	0	14	4	5	0	1	6	6	12	0	7	9	7	0	2	32	215	0	0	9	22	8	4	0	4	2	4	2	16	31	30	0	3	0	7	4	4	12	301	0	2	5	11	2	0	69	5	10	0	1	0	0	0	4	4	7	5	19	13	2	1	7	5	14	0	6	1	36	1	6	0	1	0	0	63	0	232	3	0	8	55	10	8	3	9	44	4	1	3	71	2	8	2	0	2	11	6	0	3	5	5	23	25	1	0	2	2	21	0	1	0	539	15	6	2	7	0	0	12	0	1	8	35	13	19	5	10	7	18	0	2	0	5	19	0	0	13	5	7	19	0	1	5	6	4	334	4	61	3	27	0	0	17	1	1	2	8	6	5	17	3	6	19	5	4	0	2	7	0	0	2	4	0	1	16	39	8	0	2	7	153	67	9	0	143	38	24	4	27	3	1005	4	1	0	23	0	8	1	9	0	2	48	0	9	59	17	8	1	3	18	2	0	20	0	0	22	44	17	1	1	4	8	8	6	96	1	70	2	9	1	38	5	2	8	0	2	0	1	5	1	0	11	2	10	17	0	3	0	2	0	2	42	1	0	0	0	71	12	1	1	4	77	0	3	1	2	0	0	1	0	6	40	1	0	6	5	1	124	29	0	12	0	34	0	5	602	0	9	73	5	4	1	1	1	2	5	0	2	11	3	7	1	1	78	3	26	0	0	4	113	0	0	1	10	57	335	8	1	50	1	91	0	0	0	44	1	1	0	7	9	5	3	2	3	0	3	0	39228
MO_039	6	4	0	18	4	17	0	0	2	5	1	15	16	4	1	12	2	51	14	8	10	1	4	0	16	0	11	8	16	7	0	0	64	3	4	20	2	4	3	2	0	67	16	2	4	8	1	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	1	1	0	9	22	3	0	0	0	12	7	0	1	4	19	10	3	3	0	73	2	470	1	14	0	27	5	18	0	0	5	0	7	17	0	5	0	9	113	50	0	47	26	6	1	13	0	2	7	2	94	13	8	1	2	7	5	0	8	19	44	0	0	2	12	4	10	0	1	0	2	3	1	2	15	18	22	0	0	19	1	0	0	5	5	9	2	0	23	5	0	2	3	0	2	2	0	5	0	0	0	2	1	1	11	2	7	13	3	0	1	6	2	0	0	0	4	15	5	3	2	0	0	1	38	28	1	0	104	25	43	3	0	0	2	13	23	9	0	0	0	12	2	12	8	42	26	1	0	4	9	0	17	3	1	1	0	1	0	2	9	5	1	0	3	0	1	1	0	5	3	1	3	0	2	0	2	1	0	18	12	0	8	1	0	0	0	11	0	3	0	0	1	3	20	0	4	34	2	3	3	2	9	2	0	83	2	28	1	16	4	1	0	1	5	3	0	0	1	65	0	70	3	0	10	0	1	0	1	5	0	3	25	13	1	1	0	1	4	6	0	0	1	2	0	2	3	2	3	1	2	29	52	0	0	1	4	8	0	0	2	0	2	0	19	9	8	0	3	0	8	1	1	1	66	1	2	2	3	0	0	25	3	1	0	0	0	0	0	3	9	9	1	3	9	2	0	4	0	1	0	2	0	46	1	4	1	0	0	2	5	1	39	12	0	8	73	9	7	9	0	34	17	0	3	34	0	8	6	0	9	3	5	0	4	0	10	10	27	0	0	2	1	49	1	0	0	50	7	8	5	0	1	0	27	0	1	2	11	8	2	1	1	0	0	1	12	1	24	7	1	0	11	0	5	1	2	1	1	3	6	55	4	13	1	4	1	0	9	0	21	0	4	1	11	3	1	1	5	0	0	0	7	3	0	0	5	3	0	2	2	25	9	1	2	10	29	6	7	8	15	17	2	4	35	0	133	4	0	0	3	0	2	2	3	0	2	7	1	9	6	15	2	0	1	15	1	0	6	0	1	5	12	24	0	2	3	1	4	1	14	1	62	1	12	1	10	2	0	8	4	3	0	1	1	0	1	17	1	4	4	4	3	0	0	0	0	1	2	0	1	0	168	10	0	0	3	9	0	3	0	1	1	0	0	0	2	3	1	0	5	1	1	20	12	0	4	1	14	1	9	32	0	7	14	14	1	1	0	0	0	1	0	4	22	0	0	0	0	126	4	35	0	0	2	19	0	0	1	1	22	65	11	2	1	0	20	1	0	0	33	0	0	0	5	2	2	27	0	12	0	4	0	22600
MO_042	5	8	0	24	4	24	0	3	4	6	0	12	19	3	5	3	1	70	20	6	19	5	2	4	20	0	14	4	30	1	0	2	95	3	2	29	7	6	2	8	5	78	9	7	11	5	0	4	2	1	0	0	1	0	0	0	2	3	0	6	1	1	2	2	6	10	26	2	0	0	1	15	3	5	4	5	8	14	2	1	11	82	6	679	1	5	0	34	6	21	0	0	24	2	10	5	1	4	7	20	172	54	0	78	39	16	0	22	2	0	11	6	118	10	10	7	14	12	4	3	14	42	10	0	1	2	12	7	5	2	4	0	1	3	0	1	20	25	17	3	0	27	2	0	0	15	4	4	9	2	50	6	5	4	9	0	0	2	1	7	0	1	0	0	2	0	9	1	3	6	2	0	1	2	0	0	0	0	3	18	10	5	10	0	0	1	53	52	0	0	88	27	77	4	0	0	2	8	29	4	3	0	2	13	0	13	8	49	16	1	0	5	13	2	19	0	2	2	0	0	0	6	2	3	5	1	6	0	1	4	2	6	5	0	4	0	2	0	4	2	0	32	15	0	8	0	1	6	1	10	2	5	2	1	0	1	35	0	2	49	5	4	11	1	14	2	0	161	11	34	0	10	4	1	2	2	0	0	1	1	2	78	0	81	15	0	15	3	3	1	4	10	0	6	16	12	0	8	2	3	3	3	0	1	0	0	3	3	1	5	8	0	4	51	63	0	1	0	1	35	4	1	3	4	5	2	36	18	4	1	2	1	2	2	4	7	126	1	3	8	5	0	0	16	1	0	0	0	2	0	1	9	2	6	0	5	1	6	0	10	5	6	1	0	0	76	0	3	2	0	0	0	21	0	67	23	0	7	57	23	13	0	2	42	20	0	6	78	1	8	2	0	5	1	2	0	3	1	7	5	56	1	0	0	0	39	0	0	0	66	4	8	6	3	0	0	26	1	0	6	9	7	15	5	8	1	3	1	11	0	17	9	0	0	33	3	29	5	3	0	0	4	5	73	2	13	1	0	1	1	11	0	21	1	6	3	9	11	0	5	9	6	0	0	7	3	0	0	2	2	2	2	10	22	8	3	2	7	37	5	2	9	33	33	8	1	44	4	135	10	2	3	4	0	9	1	9	0	5	17	0	22	16	30	8	0	3	30	4	0	28	1	1	1	14	36	9	2	7	1	3	1	45	1	86	0	9	3	19	2	3	11	1	3	0	1	2	1	0	5	5	14	9	0	3	1	2	1	3	2	4	1	0	0	168	21	0	0	7	7	0	4	0	4	0	0	3	0	2	9	0	0	0	0	2	47	26	0	1	2	25	0	2	86	0	12	28	27	2	1	0	1	1	3	0	6	24	1	8	1	2	165	2	45	1	0	5	40	0	0	5	1	19	126	38	2	14	0	37	1	0	0	33	1	1	0	0	1	0	35	0	4	0	4	0	30101
MO_046	8	12	0	62	10	55	1	0	0	17	9	69	56	3	8	4	7	177	44	5	38	4	8	1	47	3	30	4	90	8	0	1	140	2	7	72	14	15	8	13	10	146	8	4	7	4	3	0	5	3	1	3	1	0	0	0	0	2	0	6	0	4	1	2	9	20	61	1	0	1	2	26	4	3	4	16	32	31	20	2	0	189	18	1444	1	6	1	49	5	35	2	0	29	0	22	10	0	4	4	17	221	85	2	202	100	29	2	32	2	1	27	9	342	23	27	11	29	33	18	6	55	59	28	2	2	5	22	9	6	5	7	3	1	7	0	13	49	48	61	0	2	44	2	0	0	33	14	20	5	4	86	8	1	9	15	0	3	5	2	11	1	1	1	5	1	2	15	5	12	16	7	2	3	3	5	1	0	5	26	13	10	10	18	1	2	4	54	99	5	0	133	46	124	3	1	0	9	23	39	23	4	2	10	13	5	23	11	80	33	2	0	26	19	0	20	1	14	3	0	0	0	4	7	1	15	1	21	1	7	7	0	2	14	0	4	0	7	9	12	2	6	75	14	1	6	0	0	2	3	21	1	1	2	0	2	9	42	0	9	46	5	1	4	4	17	6	0	334	18	55	4	33	8	0	0	4	3	0	4	0	36	162	0	140	15	1	28	1	3	5	4	12	0	9	46	16	0	13	2	15	2	2	2	3	5	10	5	0	3	3	12	1	5	66	171	0	0	2	17	43	6	2	4	6	9	1	61	37	8	3	4	0	4	10	2	8	227	0	9	12	8	0	5	44	6	4	0	0	1	2	1	15	5	13	2	6	7	4	0	13	12	6	4	3	0	116	2	7	1	0	0	2	45	0	110	42	4	15	280	35	22	2	6	71	29	0	10	103	4	18	6	0	13	7	10	0	4	5	26	18	93	1	0	1	4	84	0	0	4	168	25	11	13	5	0	0	36	0	1	6	29	24	17	4	23	2	12	0	17	0	39	23	1	0	19	0	29	12	2	5	4	14	9	201	4	35	2	16	0	0	31	6	41	2	12	8	11	15	2	4	23	10	3	1	15	10	1	0	1	5	0	3	12	81	18	1	2	9	104	23	9	11	66	43	18	4	70	8	295	9	2	0	18	0	25	1	3	0	6	25	4	26	31	23	13	1	1	35	7	2	27	1	5	12	22	38	2	7	15	2	10	2	72	13	150	1	11	7	41	5	7	16	0	11	1	5	5	0	4	19	3	18	14	0	6	5	3	0	2	17	13	1	0	2	253	64	0	0	7	61	2	18	0	12	1	0	5	1	4	21	2	1	3	7	1	90	61	0	12	2	45	0	4	219	3	22	52	22	4	0	2	0	0	18	1	9	14	3	16	1	3	355	1	64	0	1	1	82	0	9	3	3	35	315	44	2	24	3	67	0	0	0	64	5	0	0	6	5	8	25	0	8	0	5	0	53265
