	MO_004	MO_005	MO_007	MO_010	MO_034	MO_035	MO_039	MO_042	MO_046	MO_071	MO_073	MO_074	MO_077	MO_082	MO_098	MO_102	MO_103	MO_106	MO_133	MO_135	MO_138	MO_140	MO_167	MO_170	MO_180	MO_184	MO_188	MO_192	MO_197	MO_199	MO_202	MO_207	MO_226	MO_231	MO_234	MO_236
2247	0	0	0	3.2487045790491e-05	0	0	0	0	5.90510496324072e-05	1.74929153692754e-05	1.88125517345173e-05	0	1.46987491364485e-05	1.63489520321747e-05	0	0	1.41304808602637e-05	0	0	0	1.77166749344483e-05	0	1.27516864105278e-05	1.99499256865268e-05	2.3295361893447e-05	0	0	0	0	2.08698555805994e-05	0	0	0	1.97168658070113e-05	3.53913397391658e-05	0
2248	0	0	0	0	1.86483664031031e-05	0	0	2.66887293495957e-05	0	1.74929153692754e-05	0	1.44214822399446e-05	0	1.63489520321747e-05	0	0	0	0	0	0	0	0	2.55033728210556e-05	9.97496284326341e-06	3.49430428401705e-05	4.3021855102392e-05	0	1.49575206413785e-05	3.58750829611293e-05	0	1.3613221160391e-05	0	1.89350905097326e-05	0	1.76956698695829e-05	6.35748116596205e-05
2249	0	0	0	0	0	3.9000039000039e-05	0	0	0	0	0	1.44214822399446e-05	1.46987491364485e-05	1.63489520321747e-05	0	0	0	0	1.58390749980201e-05	0	0	3.59531171352556e-05	0	9.97496284326341e-06	2.3295361893447e-05	0	0	0	0	0	0	0	0	0	0	0
2255	0	0	0	0	0	0	0	0	0	0	0	0	1.46987491364485e-05	0	0	1.92823123348952e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89350905097326e-05	0	0	0
2256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92823123348952e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2257	1.57883103350279e-05	0	0	1.62435228952455e-05	0	1.95000195000195e-05	0	2.66887293495957e-05	0	1.74929153692754e-05	3.76251034690345e-05	2.88429644798892e-05	0	0	1.73232165748536e-05	0	1.41304808602637e-05	0	1.58390749980201e-05	1.41635034842219e-05	1.77166749344483e-05	1.79765585676278e-05	0	1.99499256865268e-05	0	0	0	0	0	2.08698555805994e-05	1.3613221160391e-05	1.68355836896865e-05	1.89350905097326e-05	0	0	1.58937029149051e-05
2258	1.57883103350279e-05	0	0	0	0	0	0	5.33774586991913e-05	0	0	0	0	1.46987491364485e-05	1.63489520321747e-05	1.73232165748536e-05	3.85646246697904e-05	0	0	3.16781499960402e-05	5.66540139368874e-05	0	0	0	0	0	4.3021855102392e-05	0	0	0	2.08698555805994e-05	0	0	0	3.94337316140226e-05	1.76956698695829e-05	1.58937029149051e-05
2259	0	0	4.1291601288298e-05	0	0	0	0	0	0	1.74929153692754e-05	0	0	0	3.26979040643495e-05	0	3.85646246697904e-05	0	0	0	0	0	0	0	0	4.6590723786894e-05	0	0	0	0	0	0	0	0	0	0	1.58937029149051e-05
2260	0	1.86299532388174e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.73232165748536e-05	0	0	0	0	0	0	0	0	0	0	0	0	4.48725619241355e-05	0	2.08698555805994e-05	0	0	0	0	0	0
2261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3295361893447e-05	0	0	0	0	0	0	0	0	0	0	0
2262	1.57883103350279e-05	3.72599064776347e-05	4.1291601288298e-05	0	0.000111890198418619	5.85000585000585e-05	0	5.33774586991913e-05	1.47627624081018e-05	1.74929153692754e-05	3.76251034690345e-05	0.000100950375679612	1.46987491364485e-05	3.26979040643495e-05	3.46464331497072e-05	0	4.2391442580791e-05	3.15347986503106e-05	6.33562999920805e-05	1.41635034842219e-05	0	1.79765585676278e-05	0	1.99499256865268e-05	0.000128124490413959	4.3021855102392e-05	1.30963762326964e-05	4.48725619241355e-05	0.000107625248883388	2.08698555805994e-05	1.3613221160391e-05	0.000134684669517492	1.89350905097326e-05	0	3.53913397391658e-05	7.94685145745256e-05
2263	1.57883103350279e-05	3.72599064776347e-05	2.0645800644149e-05	0	0	0	0	0	2.95255248162036e-05	0	0	1.44214822399446e-05	0	1.63489520321747e-05	0	3.85646246697904e-05	5.65219234410547e-05	0	1.58390749980201e-05	0	0	1.79765585676278e-05	0	2.99248885297902e-05	4.6590723786894e-05	0	0	0	0	0	1.3613221160391e-05	3.3671167379373e-05	3.78701810194653e-05	0	3.53913397391658e-05	0
2266	0	3.72599064776347e-05	8.25832025765959e-05	0	1.86483664031031e-05	0	3.5785857429144e-05	0	2.95255248162036e-05	3.49858307385509e-05	0	4.32644467198339e-05	5.8794996545794e-05	1.63489520321747e-05	0	0	0	0	1.58390749980201e-05	0	0	0	0	0	0	4.3021855102392e-05	1.30963762326964e-05	0	1.79375414805647e-05	4.17397111611988e-05	1.3613221160391e-05	3.3671167379373e-05	1.89350905097326e-05	0	0	0
2267	0	1.86299532388174e-05	0	0	0	1.95000195000195e-05	0	0	0	0	0	0	2.9397498272897e-05	0	0	0	0	0	0	1.41635034842219e-05	0	1.79765585676278e-05	2.55033728210556e-05	0	1.16476809467235e-05	0	0	0	0	0	2.72264423207819e-05	0	0	0	0	1.58937029149051e-05
2268	0	1.86299532388174e-05	0	0	3.72967328062062e-05	1.95000195000195e-05	0	0	2.95255248162036e-05	1.74929153692754e-05	0	1.44214822399446e-05	0	0	0	0	0	0	0	0	0	0	0	1.99499256865268e-05	8.15337666270646e-05	0	0	0	0	0	0	0	0	1.97168658070113e-05	1.76956698695829e-05	0
2269	3.15766206700559e-05	3.72599064776347e-05	4.1291601288298e-05	0	0	5.85000585000585e-05	0	2.66887293495957e-05	1.47627624081018e-05	0	5.64376552035518e-05	4.32644467198339e-05	4.40962474093455e-05	1.63489520321747e-05	0	0	0	0	0	0	1.77166749344483e-05	0	6.3758432052639e-05	0	0	0	1.30963762326964e-05	0	1.79375414805647e-05	0	1.3613221160391e-05	0	0	0	1.76956698695829e-05	0
2270	0	0	2.0645800644149e-05	3.2487045790491e-05	1.86483664031031e-05	0	0	2.66887293495957e-05	4.42882872243054e-05	0	0	0	0	0	1.73232165748536e-05	3.85646246697904e-05	0	0	0	0	0	0	0	9.97496284326341e-06	0	0	1.30963762326964e-05	0	1.79375414805647e-05	0	1.3613221160391e-05	5.05067510690596e-05	0	0.000118301194842068	0	0
2272	0	5.58898597164521e-05	0	0	1.86483664031031e-05	0	0	2.66887293495957e-05	0	0	0	0	0	0	0	0	0	0	3.16781499960402e-05	0	0	0	3.82550592315834e-05	1.99499256865268e-05	1.16476809467235e-05	0	0	1.49575206413785e-05	0	0	0	0	0	0	0	0
2273	1.57883103350279e-05	0	0	0	0	3.9000039000039e-05	0	0	0	0	0	7.21074111997231e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.94337316140226e-05	0	0
2274	0	0	0	0	0	1.95000195000195e-05	0	0	0	0	0	0	0	0	1.73232165748536e-05	0	0	0	0	0	0	0	0	0	0	0	1.30963762326964e-05	0	0	0	0	0	0	0	0	0
2275	0	0	0	0	0	0	0.000107357572287432	0	0	6.99716614771018e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	9.97496284326341e-06	0	0	0	0	3.58750829611293e-05	0	0	3.3671167379373e-05	5.68052715291979e-05	0	0	0
2276	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26979040643495e-05	0	0	0	0	0	0	7.08666997377932e-05	1.79765585676278e-05	0	9.97496284326341e-06	0	0	0	0	0	0	0	0	1.89350905097326e-05	0	0	0
2277	0	0	0	0	0	0	0	0	0	3.49858307385509e-05	3.76251034690345e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3613221160391e-05	0	0	3.94337316140226e-05	0	0
2278	0	1.86299532388174e-05	0	1.62435228952455e-05	0	1.95000195000195e-05	0	0	0	1.74929153692754e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.26095667417981e-05	0	0	0	3.94337316140226e-05	0	0
2279	0	0	0	0	1.86483664031031e-05	1.95000195000195e-05	0	2.66887293495957e-05	0	0	0	0	0	0	0	0	0	0	4.75172249940603e-05	0	0	1.79765585676278e-05	0	0	0	0	0	0	0	0	0	1.68355836896865e-05	0	0	0	0
2280	0	0	0	0	0	0	7.1571714858288e-05	0	0	0	0	0	1.46987491364485e-05	0	0	0	0	0	0	0	0	0	0	0	0	4.3021855102392e-05	0	0	0	0	0	0	3.78701810194653e-05	0	0	0
2281	0	0	0	0	0	0	0	0	0	0	0	0	1.46987491364485e-05	0	0	0	0	0	0	0	0	1.79765585676278e-05	0	0	0	0	0	0	0	0	0	1.68355836896865e-05	0	0	0	0
2282	0	0	0	3.2487045790491e-05	0	1.95000195000195e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2283	0	3.72599064776347e-05	0	0	0	1.95000195000195e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.08666997377932e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2284	0	0	0	1.62435228952455e-05	0	0	0	0	1.47627624081018e-05	1.74929153692754e-05	3.76251034690345e-05	1.44214822399446e-05	0	1.63489520321747e-05	0	1.92823123348952e-05	1.41304808602637e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3671167379373e-05	0	0	0	0
2285	1.57883103350279e-05	0	0	0	1.86483664031031e-05	0	3.5785857429144e-05	0	0	0	0	0	0	0	3.46464331497072e-05	0	1.41304808602637e-05	3.15347986503106e-05	0	2.83270069684437e-05	0	1.79765585676278e-05	0	9.97496284326341e-06	0	0	1.30963762326964e-05	0	0	2.08698555805994e-05	0	0	1.89350905097326e-05	0	5.30870096087487e-05	0
2287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.97496284326341e-06	1.16476809467235e-05	0	0	0	0	0	0	3.3671167379373e-05	0	0	0	0
2288	1.57883103350279e-05	3.72599064776347e-05	0	0	0	3.9000039000039e-05	3.5785857429144e-05	0	0	3.49858307385509e-05	0	0	0	0	1.73232165748536e-05	0	2.82609617205273e-05	9.46043959509318e-05	0	0	0	3.59531171352556e-05	1.27516864105278e-05	9.97496284326341e-06	0	0	0	0	1.79375414805647e-05	6.26095667417981e-05	1.3613221160391e-05	0	0	1.97168658070113e-05	0	0
2289	0	0	0	0	1.86483664031031e-05	0	0	0	0	0	1.88125517345173e-05	0	0	0	0	0	1.41304808602637e-05	0	3.16781499960402e-05	0	0	0	0	0	1.16476809467235e-05	0	0	0	0	0	0	0	0	0	0	0
2290	1.57883103350279e-05	1.86299532388174e-05	0	4.87305686857366e-05	0	0	0	0	0	0	0	0	1.46987491364485e-05	0	0	3.85646246697904e-05	0	0	0	4.24905104526656e-05	0	0	0	0	0	0	0	2.9915041282757e-05	0	0	0	1.68355836896865e-05	0	0	0	0
2291	0	0	0	0	1.86483664031031e-05	0	0	0	2.95255248162036e-05	0	0	1.44214822399446e-05	4.40962474093455e-05	0	0	0	1.41304808602637e-05	0	3.16781499960402e-05	0	1.77166749344483e-05	1.79765585676278e-05	0	0	0	0	0	0	0	0	0	3.3671167379373e-05	0	0	0	0
2292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3613221160391e-05	0	0	0	0	0
2293	0	0	0	0	0	0	0	0	1.47627624081018e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2295	0	0	0	0	0	0	0	0	0	1.74929153692754e-05	0	0	0	0	0	0	0	0	1.58390749980201e-05	1.41635034842219e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.89350905097326e-05	0	0	0
2297	1.57883103350279e-05	0	0	0	0	1.95000195000195e-05	0	0	0	0	0	1.44214822399446e-05	0	1.63489520321747e-05	0	0	1.41304808602637e-05	0	0	0	1.77166749344483e-05	0	1.27516864105278e-05	9.97496284326341e-06	0	0	0	1.49575206413785e-05	0	0	0	0	1.89350905097326e-05	1.97168658070113e-05	0	0
2298	0	3.72599064776347e-05	4.1291601288298e-05	6.49740915809821e-05	1.86483664031031e-05	7.8000078000078e-05	7.1571714858288e-05	5.33774586991913e-05	1.47627624081018e-05	0.000122450407584928	3.76251034690345e-05	1.44214822399446e-05	1.46987491364485e-05	6.53958081286989e-05	0	5.78469370046856e-05	5.65219234410547e-05	3.15347986503106e-05	1.58390749980201e-05	1.41635034842219e-05	0	0	2.55033728210556e-05	1.99499256865268e-05	2.3295361893447e-05	0.000129065565307176	0	0	7.17501659222587e-05	4.17397111611988e-05	4.08396634811729e-05	0.000117849085827806	3.78701810194653e-05	1.97168658070113e-05	3.53913397391658e-05	1.58937029149051e-05
2299	0	0	0	0	1.86483664031031e-05	1.95000195000195e-05	0	0	1.47627624081018e-05	0	7.52502069380691e-05	1.44214822399446e-05	0	3.26979040643495e-05	1.73232165748536e-05	1.92823123348952e-05	0	0	0	1.41635034842219e-05	1.77166749344483e-05	3.59531171352556e-05	0	1.99499256865268e-05	0	4.3021855102392e-05	0	2.9915041282757e-05	0	0	1.3613221160391e-05	0	0	1.97168658070113e-05	0	1.58937029149051e-05
2300	0	0	0	0	0	0	0	0	0	0	0	1.44214822399446e-05	0	0	3.46464331497072e-05	1.92823123348952e-05	0	3.15347986503106e-05	0	0	0	7.19062342705113e-05	0	0	0	0	0	1.49575206413785e-05	0	0	0	0	0	0	0	0
2301	0	1.86299532388174e-05	0	0	1.86483664031031e-05	1.95000195000195e-05	0	0	5.90510496324072e-05	1.74929153692754e-05	0	1.44214822399446e-05	2.9397498272897e-05	1.63489520321747e-05	3.46464331497072e-05	0	1.41304808602637e-05	6.30695973006212e-05	0	5.66540139368874e-05	0	0	1.27516864105278e-05	1.99499256865268e-05	0	0	0	0	0	0	0	5.05067510690596e-05	0	1.97168658070113e-05	1.76956698695829e-05	4.76811087447153e-05
2302	0	0	0	0	0	0	3.5785857429144e-05	5.33774586991913e-05	0	0	5.64376552035518e-05	0	0	3.26979040643495e-05	0	0	0	0	1.58390749980201e-05	1.41635034842219e-05	1.77166749344483e-05	0	6.3758432052639e-05	9.97496284326341e-06	3.49430428401705e-05	4.3021855102392e-05	2.61927524653928e-05	1.49575206413785e-05	5.3812624441694e-05	0	0	1.68355836896865e-05	0	3.94337316140226e-05	8.84783493479146e-05	4.76811087447153e-05
2305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92823123348952e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2306	0	0	2.0645800644149e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.97496284326341e-06	0	0	0	0	0	0	0	0	0	0	0	0
2310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73232165748536e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58937029149051e-05
2311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.08698555805994e-05	0	0	0	0	0	0
2312	1.57883103350279e-05	0	0	0	0	3.9000039000039e-05	0	0	1.47627624081018e-05	0	0	0	0	0	0	3.85646246697904e-05	0	0	0	0	3.54333498688966e-05	0	0	0	0	0	0	4.48725619241355e-05	0	0	0	0	0	1.97168658070113e-05	0	0
2313	0	3.72599064776347e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58390749980201e-05	0	0	1.79765585676278e-05	1.27516864105278e-05	0	0	0	0	1.49575206413785e-05	1.79375414805647e-05	2.08698555805994e-05	1.3613221160391e-05	0	0	0	0	0
2315	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63489520321747e-05	0	0	0	0	0	0	0	0	0	9.97496284326341e-06	0	0	0	0	0	0	0	0	0	0	0	0
2316	0.000205248034355363	0.000130409672671722	0.000268395408373937	0.000243652843428683	0.000130538564821722	5.85000585000585e-05	0.000107357572287432	0.000160132376097574	0.000236204198529629	0.000209914984431305	0.000112875310407104	0.000274008162558948	7.34937456822424e-05	0.000245234280482621	0.000103939299449122	0.000192823123348952	0.000141304808602637	3.15347986503106e-05	7.91953749901006e-05	8.49810209053311e-05	0.00010630004960669	1.79765585676278e-05	0.000140268550515806	9.97496284326341e-05	0.000209658257041023	0.000129065565307176	7.85782573961785e-05	0.000164532727055163	7.17501659222587e-05	0.000104349277902997	9.52925481227368e-05	0.000168355836896865	0.000132545633568128	0.000177451792263102	0.000106174019217497	0.000174830732063956
2317	6.31532413401118e-05	0	2.0645800644149e-05	0	1.86483664031031e-05	0	7.1571714858288e-05	0	5.90510496324072e-05	5.24787461078263e-05	5.64376552035518e-05	4.32644467198339e-05	5.8794996545794e-05	3.26979040643495e-05	1.73232165748536e-05	1.92823123348952e-05	5.65219234410547e-05	3.15347986503106e-05	0	0	1.77166749344483e-05	0	7.65101184631668e-05	2.99248885297902e-05	2.3295361893447e-05	8.6043710204784e-05	1.30963762326964e-05	0	3.58750829611293e-05	0	4.08396634811729e-05	0	5.68052715291979e-05	0	0	1.58937029149051e-05
2318	3.15766206700559e-05	5.58898597164521e-05	0	0.00014619170605721	1.86483664031031e-05	3.9000039000039e-05	3.5785857429144e-05	0	0	0.000104957492215653	0.000131687862141621	4.32644467198339e-05	7.34937456822424e-05	3.26979040643495e-05	3.46464331497072e-05	7.71292493395808e-05	8.47828851615821e-05	0	3.16781499960402e-05	5.66540139368874e-05	5.31500248033449e-05	3.59531171352556e-05	1.27516864105278e-05	5.98497770595805e-05	1.16476809467235e-05	0	5.23855049307857e-05	4.48725619241355e-05	1.79375414805647e-05	2.08698555805994e-05	0	0.000101013502138119	5.68052715291979e-05	0	3.53913397391658e-05	1.58937029149051e-05
2319	3.15766206700559e-05	0.000111779719432904	0	0	3.72967328062062e-05	9.75000975000975e-05	3.5785857429144e-05	0	4.42882872243054e-05	1.74929153692754e-05	0.00020693806907969	7.21074111997231e-05	5.8794996545794e-05	8.17447601608737e-05	0.000155908949173683	1.92823123348952e-05	0.0001554352894629	6.30695973006212e-05	4.75172249940603e-05	7.08175174211093e-05	0.00010630004960669	1.79765585676278e-05	3.82550592315834e-05	1.99499256865268e-05	0.000104829128520512	8.6043710204784e-05	0	8.97451238482709e-05	7.17501659222587e-05	2.08698555805994e-05	4.08396634811729e-05	3.3671167379373e-05	0	9.85843290350566e-05	8.84783493479146e-05	4.76811087447153e-05
2320	0	1.86299532388174e-05	0	0	0	0	3.5785857429144e-05	0	0.000103339336856713	5.24787461078263e-05	9.40627586725864e-05	2.88429644798892e-05	1.46987491364485e-05	1.63489520321747e-05	3.46464331497072e-05	0	1.41304808602637e-05	0	3.16781499960402e-05	1.41635034842219e-05	5.31500248033449e-05	0.000125835909973395	1.27516864105278e-05	2.99248885297902e-05	2.3295361893447e-05	0	0	5.98300825655139e-05	3.58750829611293e-05	0	0	6.73423347587461e-05	0	0	1.76956698695829e-05	3.17874058298102e-05
2321	3.15766206700559e-05	3.72599064776347e-05	2.0645800644149e-05	0.000113704660266719	5.59450992093093e-05	5.85000585000585e-05	0.000250501002004008	0	8.85765744486108e-05	8.74645768463772e-05	7.52502069380691e-05	1.44214822399446e-05	8.81924948186909e-05	8.17447601608737e-05	1.73232165748536e-05	0	5.65219234410547e-05	0	6.33562999920805e-05	0	1.77166749344483e-05	8.98827928381391e-05	5.10067456421112e-05	5.98497770595805e-05	6.9886085680341e-05	0	0	7.47876032068924e-05	1.79375414805647e-05	4.17397111611988e-05	2.72264423207819e-05	1.68355836896865e-05	0	3.94337316140226e-05	5.30870096087487e-05	7.94685145745256e-05
2322	1.57883103350279e-05	5.58898597164521e-05	4.1291601288298e-05	3.2487045790491e-05	7.45934656124124e-05	0	7.1571714858288e-05	0.000106754917398383	1.47627624081018e-05	0	1.88125517345173e-05	5.76859289597785e-05	1.46987491364485e-05	1.63489520321747e-05	0	1.92823123348952e-05	2.82609617205273e-05	0	4.75172249940603e-05	0	0	7.19062342705113e-05	1.27516864105278e-05	6.98247399028439e-05	6.9886085680341e-05	4.3021855102392e-05	0	0	0	0	4.08396634811729e-05	0.000101013502138119	1.89350905097326e-05	3.94337316140226e-05	1.76956698695829e-05	6.35748116596205e-05
2323	0.000473649310050838	0.000335339158298713	0.000330332810306384	0.000438575118171629	0.000466209160077577	0.000273000273000273	0.000322072716862296	0.00018682110544717	0.000354306297794443	0.000279886645908407	0.000301000827752276	0.000418222984958394	0.000279276233592521	0.000457770656900893	0.000207878598898243	0.000424210871367694	0.000551088753550283	0.000315347986503106	0.000142551674982181	0.000283270069684437	0.000230316774147828	0.000251671819946789	0.000369798905905306	0.000389023550887273	0.000524145642602558	0.000473240406126312	0.000982228217452231	0.000179490247696542	0.000376688371091858	0.000375657400450789	0.000462849519453293	0.000286204922724671	9.46754525486632e-05	0.000394337316140226	0.000353913397391658	0.000476811087447153
2324	6.31532413401118e-05	7.45198129552695e-05	6.19374019324469e-05	0.000162435228952455	0.000111890198418619	7.8000078000078e-05	0.000107357572287432	0.000106754917398383	8.85765744486108e-05	8.74645768463772e-05	7.52502069380691e-05	4.32644467198339e-05	0.000117589993091588	4.90468560965242e-05	3.46464331497072e-05	3.85646246697904e-05	4.2391442580791e-05	3.15347986503106e-05	0.000142551674982181	5.66540139368874e-05	0.000124016724541138	3.59531171352556e-05	5.10067456421112e-05	9.97496284326341e-05	2.3295361893447e-05	8.6043710204784e-05	6.54818811634821e-05	4.48725619241355e-05	7.17501659222587e-05	2.08698555805994e-05	4.08396634811729e-05	5.05067510690596e-05	7.57403620389305e-05	0.000138018060649079	1.76956698695829e-05	6.35748116596205e-05
2325	6.31532413401118e-05	0.000130409672671722	6.19374019324469e-05	1.62435228952455e-05	5.59450992093093e-05	0.000117000117000117	0	2.66887293495957e-05	5.90510496324072e-05	1.74929153692754e-05	3.76251034690345e-05	0	8.81924948186909e-05	3.26979040643495e-05	5.19696497245609e-05	3.85646246697904e-05	2.82609617205273e-05	3.15347986503106e-05	6.33562999920805e-05	0.000113308027873775	3.54333498688966e-05	0	2.55033728210556e-05	1.99499256865268e-05	3.49430428401705e-05	0	0	0	7.17501659222587e-05	0	1.3613221160391e-05	1.68355836896865e-05	7.57403620389305e-05	5.91505974210339e-05	1.76956698695829e-05	9.53622174894307e-05
2326	0.000299977896365531	0.000465748830970434	0.00041291601288298	0.000357357503695401	0.000503505892883783	0.000468000468000468	0.00053678786143716	0.000400330940243935	0.000310018010570138	0.000297379561277683	0.000395063586424863	0.000274008162558948	0.000440962474093455	0.000490468560965242	0.000502373280670755	0.000539904745377066	0.000508697310969492	0.00050455677840497	0.000300942424962382	0.000269106566200215	0.000354333498688966	0.000179765585676278	0.000280537101031611	0.000488773179319907	0.000291192023668088	0.000473240406126312	0.000196445643490446	0.000224362809620677	0.000448438537014117	0.000375657400450789	0.000313104086688992	0.000404054008552477	0.000302961448155722	0.000630939705824362	0.000283130717913327	0.000397342572872628
2327	0.000142094793015252	0.000149039625910539	2.0645800644149e-05	0.000162435228952455	0.000167835297627928	0.000273000273000273	0.000250501002004008	0.000266887293495957	0.000177153148897222	0.00019242206906203	0.000131687862141621	0.000144214822399446	0.000146987491364485	1.63489520321747e-05	0.000173232165748536	0.000154258498679162	0.000197826732043691	0.000283813187852796	0.000142551674982181	7.08175174211093e-05	0.000159450074410035	1.79765585676278e-05	0.000127516864105278	0.000109724591275898	6.9886085680341e-05	0	1.30963762326964e-05	8.97451238482709e-05	1.79375414805647e-05	8.34794223223975e-05	8.16793269623458e-05	0.000117849085827806	0.000132545633568128	0.000216885523877124	0.000106174019217497	0.000254299246638482
2328	3.15766206700559e-05	0.000186299532388174	2.0645800644149e-05	8.12176144762276e-05	7.45934656124124e-05	0.000117000117000117	0.000214715144574864	0.000213509834796765	0.000118102099264814	6.99716614771018e-05	9.40627586725864e-05	5.76859289597785e-05	0.000117589993091588	0.000147140568289573	0.000173232165748536	7.71292493395808e-05	0.000141304808602637	3.15347986503106e-05	4.75172249940603e-05	4.24905104526656e-05	1.77166749344483e-05	0	5.10067456421112e-05	0.000309223848141166	8.15337666270646e-05	0.00021510927551196	1.30963762326964e-05	0.000209405288979299	0.000125562790363953	6.26095667417981e-05	1.3613221160391e-05	0.000101013502138119	3.78701810194653e-05	0.000236602389684136	3.53913397391658e-05	9.53622174894307e-05
2329	1.57883103350279e-05	3.72599064776347e-05	2.0645800644149e-05	1.62435228952455e-05	1.86483664031031e-05	0	7.1571714858288e-05	2.66887293495957e-05	4.42882872243054e-05	1.74929153692754e-05	1.88125517345173e-05	5.76859289597785e-05	1.46987491364485e-05	6.53958081286989e-05	3.46464331497072e-05	3.85646246697904e-05	7.06524043013184e-05	3.15347986503106e-05	0	7.08175174211093e-05	7.08666997377932e-05	3.59531171352556e-05	3.82550592315834e-05	3.98998513730536e-05	1.16476809467235e-05	4.3021855102392e-05	0	2.9915041282757e-05	1.79375414805647e-05	2.08698555805994e-05	0	3.3671167379373e-05	3.78701810194653e-05	1.97168658070113e-05	1.76956698695829e-05	0
2330	7.89415516751397e-05	3.72599064776347e-05	0.000123874803864894	0	3.72967328062062e-05	7.8000078000078e-05	0.000107357572287432	0	8.85765744486108e-05	3.49858307385509e-05	3.76251034690345e-05	0.000115371857919557	1.46987491364485e-05	3.26979040643495e-05	8.66160828742681e-05	9.6411561674476e-05	5.65219234410547e-05	3.15347986503106e-05	9.50344499881207e-05	4.24905104526656e-05	5.31500248033449e-05	7.19062342705113e-05	0	2.99248885297902e-05	3.49430428401705e-05	0	3.92891286980892e-05	0	7.17501659222587e-05	0	2.72264423207819e-05	5.05067510690596e-05	3.78701810194653e-05	0	0.00012386968908708	7.94685145745256e-05
2331	9.47298620101677e-05	0	2.0645800644149e-05	3.2487045790491e-05	5.59450992093093e-05	7.8000078000078e-05	0	2.66887293495957e-05	7.3813812040509e-05	5.24787461078263e-05	0	1.44214822399446e-05	2.9397498272897e-05	1.63489520321747e-05	3.46464331497072e-05	5.78469370046856e-05	1.41304808602637e-05	6.30695973006212e-05	0.000110873524986141	1.41635034842219e-05	1.77166749344483e-05	7.19062342705113e-05	0	9.97496284326341e-06	2.3295361893447e-05	0	2.61927524653928e-05	1.49575206413785e-05	5.3812624441694e-05	0	4.08396634811729e-05	0	9.46754525486632e-05	5.91505974210339e-05	7.07826794783316e-05	1.58937029149051e-05
2332	1.57883103350279e-05	5.58898597164521e-05	4.1291601288298e-05	6.49740915809821e-05	3.72967328062062e-05	3.9000039000039e-05	0	5.33774586991913e-05	2.95255248162036e-05	3.49858307385509e-05	5.64376552035518e-05	2.88429644798892e-05	5.8794996545794e-05	1.63489520321747e-05	0.000103939299449122	1.92823123348952e-05	2.82609617205273e-05	3.15347986503106e-05	1.58390749980201e-05	1.41635034842219e-05	3.54333498688966e-05	0	0	1.99499256865268e-05	1.16476809467235e-05	0	0	0	5.3812624441694e-05	4.17397111611988e-05	2.72264423207819e-05	1.68355836896865e-05	0	7.88674632280453e-05	1.76956698695829e-05	4.76811087447153e-05
2333	0.000110518172345196	3.72599064776347e-05	4.1291601288298e-05	0	3.72967328062062e-05	3.9000039000039e-05	3.5785857429144e-05	0	7.3813812040509e-05	5.24787461078263e-05	1.88125517345173e-05	7.21074111997231e-05	5.8794996545794e-05	9.80937121930484e-05	8.66160828742681e-05	0	5.65219234410547e-05	0.000220743590552174	4.75172249940603e-05	4.24905104526656e-05	0	0	1.27516864105278e-05	3.98998513730536e-05	4.6590723786894e-05	0.000129065565307176	1.30963762326964e-05	0	5.3812624441694e-05	0	0	6.73423347587461e-05	1.89350905097326e-05	0	0	3.17874058298102e-05
