	MO_004	MO_005	MO_007	MO_010	MO_034	MO_035	MO_039	MO_042	MO_046	MO_071	MO_073	MO_074	MO_077	MO_082	MO_098	MO_102	MO_103	MO_106	MO_133	MO_135	MO_138	MO_140	MO_167	MO_170	MO_180	MO_184	MO_188	MO_192	MO_197	MO_199	MO_202	MO_207	MO_226	MO_231	MO_234	MO_236
191	0.00102624017177682	0.000801087989269147	0.000454207614171278	0.00014619170605721	0.000447560793674474	9.75000975000975e-05	0.00035785857429144	0.000507085857642318	0.000560984971507869	0.000594759122555365	0.000225750620814207	0.000735495594237176	0.000558552467185043	0.000670307033319164	0.000398433981221633	0.000289234685023428	0.00026847913634501	0.000157673993251553	0.000966183574879227	0.000467395614979321	0.000655516972574587	0.000772992018407996	0.000242282041800028	0.000369073625200746	0.000256248980827917	0.00043021855102392	0.000484565920609767	0.000732918511427546	0.000484313619975246	0.00033391768928959	0.000313104086688992	0.00038721842486279	0.000302961448155722	0.000216885523877124	0.000176956698695829	0.000254299246638482
194	4.73649310050838e-05	0.000111779719432904	0	4.87305686857366e-05	0.000261077129643443	1.95000195000195e-05	3.5785857429144e-05	0.000133443646747978	5.90510496324072e-05	0.000122450407584928	3.76251034690345e-05	4.32644467198339e-05	2.9397498272897e-05	4.90468560965242e-05	6.92928662994145e-05	5.78469370046856e-05	0.000127174327742373	0.000126139194601242	4.75172249940603e-05	5.66540139368874e-05	8.85833746722415e-05	1.79765585676278e-05	5.10067456421112e-05	2.99248885297902e-05	5.82384047336175e-05	0	1.30963762326964e-05	1.49575206413785e-05	8.96877074028234e-05	0.000146088989064196	0.000122518990443519	1.68355836896865e-05	9.46754525486632e-05	7.88674632280453e-05	0.000106174019217497	7.94685145745256e-05
209	9.47298620101677e-05	9.31497661940869e-05	2.0645800644149e-05	9.74611373714731e-05	0.000223780396837237	5.85000585000585e-05	0.000143143429716576	5.33774586991913e-05	0.000118102099264814	0.000104957492215653	0.000150500413876138	0.000173057786879335	0.000132288742228036	9.80937121930484e-05	0.000138585732598829	0.000115693874009371	0.0001554352894629	0.000157673993251553	6.33562999920805e-05	8.49810209053311e-05	0.000159450074410035	0.000107859351405767	0.000127516864105278	8.97746655893707e-05	5.82384047336175e-05	0.000129065565307176	0.00018334926725775	0.000239320330262056	7.17501659222587e-05	4.17397111611988e-05	0.00013613221160391	0.000168355836896865	0.000132545633568128	0.000374620450333215	0.000194652368565412	0.000206618137893766
222	6.31532413401118e-05	1.86299532388174e-05	6.19374019324469e-05	0	1.86483664031031e-05	0	0	0.000106754917398383	1.47627624081018e-05	0	5.64376552035518e-05	1.44214822399446e-05	0	0	3.46464331497072e-05	1.92823123348952e-05	1.41304808602637e-05	0	0	0	5.31500248033449e-05	1.79765585676278e-05	0	1.99499256865268e-05	4.6590723786894e-05	0	0	0	3.58750829611293e-05	0	0	5.05067510690596e-05	0	1.97168658070113e-05	0	0
226	0.00045786099971581	0.000503008737448069	0.000681311421256916	0.000568523301333593	0.000559450992093093	0.000156000156000156	0.000572573718866304	0.000533774586991913	0.000693849833180785	0.000664730784032467	0.00082775227631876	0.000620123736317619	0.0004850587215028	0.000523166465029592	0.000554342930395316	0.000539904745377066	0.000621741157851602	0.000914509160859008	0.000776114674902986	0.00109058976828508	0.000885833746722415	0.000557273315596462	0.000701342752579029	0.000428923402260327	0.000326135066508258	0.000258131130614352	0.000353602158282803	0.000478640660524112	0.000699564117742022	0.000751314800901578	0.000762340384981894	0.000370382841173103	0.000662728167840642	0.00110414448519263	0.000583957105696236	0.000667535522426015
234	1.57883103350279e-05	0.000111779719432904	0	1.62435228952455e-05	0.000149186931224825	5.85000585000585e-05	0	0	4.42882872243054e-05	0	0.000225750620814207	5.76859289597785e-05	8.81924948186909e-05	4.90468560965242e-05	0	5.78469370046856e-05	0	3.15347986503106e-05	1.58390749980201e-05	8.49810209053311e-05	8.85833746722415e-05	7.19062342705113e-05	8.92618048736945e-05	1.99499256865268e-05	2.3295361893447e-05	4.3021855102392e-05	5.23855049307857e-05	0.000134617685772406	0.000143500331844517	4.17397111611988e-05	5.44528846415639e-05	0.000117849085827806	0.000113610543058396	0	5.30870096087487e-05	0.000127149623319241
237	0.000331554517035587	0.000186299532388174	0.000185812205797341	0.00032487045790491	0.000522154259286886	0.000136500136500137	0.000393644431720584	0.000373642210894339	0.000442882872243054	0.000437322884231886	0.000395063586424863	0.000360537055998616	0.000249878735319624	0.000359676944707844	0.000311817898347365	0.000269952372688533	0.000325001059786065	0.000630695973006212	0.000269264274966342	0.000750665684663758	0.000301183473885621	0.000341554612784928	0.000586577574884278	0.000339148736670956	0.000361078109348429	0.000473240406126312	0.000497662296842464	0.000478640660524112	0.000233188039247341	0.000459136822773186	0.000476462740613684	0.00043772517593185	0.000605922896311444	0.000512638510982294	0.000884783493479146	0.000556279602021679
262	0.000142094793015252	0	0.000144520604509043	0.000194922274742946	1.86483664031031e-05	1.95000195000195e-05	0.000286286859433152	0.000106754917398383	5.90510496324072e-05	6.99716614771018e-05	5.64376552035518e-05	4.32644467198339e-05	8.81924948186909e-05	0.000163489520321747	0.000121262516023975	7.71292493395808e-05	9.89133660218457e-05	0.000220743590552174	9.50344499881207e-05	0.00022661605574755	3.54333498688966e-05	0.000125835909973395	0	7.97997027461073e-05	0.000116476809467235	4.3021855102392e-05	3.92891286980892e-05	7.47876032068924e-05	0	0.000187828700225394	0.000122518990443519	0.000168355836896865	0.000113610543058396	0.000256319255491147	0	0.000190724434978861
265	0.00134200637847738	0.00178847551092647	0.000578082418036171	0.000714715007390803	0.00167835297627928	0.00368550368550369	0.000572573718866304	0.00080066188048787	0.00132864861672916	0.00146940489101914	0.00126044096621266	0.000850867452156733	0.000984816192142049	0.00093189026583396	0.000831514395592974	0.000694163244056227	0.000664132600432393	0.000946043959509318	0.00133048229983369	0.00189790946688573	0.00131103394514917	0.000934781045516646	0.00149194731003175	0.000558597919222751	0.000454259556922217	0.000946480812252624	0.00125725211833886	0.00130130429579993	0.00227806776803171	0.00104349277902997	0.00122518990443519	0.00151520253207179	0.00234795122320685	0.00100556015615758	0.00122100122100122	0.00166883880606504
270	0.000142094793015252	1.86299532388174e-05	0.00020645800644149	3.2487045790491e-05	0.000186483664031031	7.8000078000078e-05	0.000250501002004008	2.66887293495957e-05	0.000118102099264814	0.000104957492215653	0.000131687862141621	8.65288934396677e-05	8.81924948186909e-05	4.90468560965242e-05	0.000155908949173683	0.000134976186344266	5.65219234410547e-05	0.000126139194601242	7.91953749901006e-05	5.66540139368874e-05	8.85833746722415e-05	7.19062342705113e-05	3.82550592315834e-05	0.000169574368335478	8.15337666270646e-05	8.6043710204784e-05	0.00051075867307516	4.48725619241355e-05	0.000143500331844517	2.08698555805994e-05	5.44528846415639e-05	3.3671167379373e-05	9.46754525486632e-05	0	7.07826794783316e-05	0.000111255920404336
279	6.31532413401118e-05	3.72599064776347e-05	4.1291601288298e-05	6.49740915809821e-05	9.32418320155154e-05	0	0	0	0	6.99716614771018e-05	0	5.76859289597785e-05	2.9397498272897e-05	8.17447601608737e-05	5.19696497245609e-05	1.92823123348952e-05	4.2391442580791e-05	6.30695973006212e-05	6.33562999920805e-05	7.08175174211093e-05	8.85833746722415e-05	3.59531171352556e-05	3.82550592315834e-05	4.9874814216317e-05	3.49430428401705e-05	4.3021855102392e-05	2.61927524653928e-05	4.48725619241355e-05	1.79375414805647e-05	4.17397111611988e-05	0	3.3671167379373e-05	3.78701810194653e-05	3.94337316140226e-05	7.07826794783316e-05	4.76811087447153e-05
283	3.15766206700559e-05	3.72599064776347e-05	0	1.62435228952455e-05	3.72967328062062e-05	0.000117000117000117	0	5.33774586991913e-05	1.47627624081018e-05	3.49858307385509e-05	3.76251034690345e-05	7.21074111997231e-05	1.46987491364485e-05	8.17447601608737e-05	0	0	1.41304808602637e-05	0	0	2.83270069684437e-05	1.77166749344483e-05	5.39296757028834e-05	1.27516864105278e-05	1.99499256865268e-05	0	0	0	0	3.58750829611293e-05	2.08698555805994e-05	0	1.68355836896865e-05	5.68052715291979e-05	0	1.76956698695829e-05	7.94685145745256e-05
286	0.00209984527455872	0.00178847551092647	0.0020232884631266	0.00284261650666797	0.00177159480829479	0.000955500955500955	0.00229029487546522	0.00253542928821159	0.00206678673713425	0.00160934821397334	0.0020693806907969	0.00298524682366854	0.00201372863169344	0.00192917633979662	0.0026504521359526	0.00233315979252232	0.00344783732990434	0.00170287912711677	0.0026768036746654	0.00253526712367571	0.00246261781588831	0.00246278852376501	0.000879866362326418	0.00185534308884699	0.00168891373727491	0.0016348304938909	0.00103461372238302	0.00140600694028958	0.00195519202138155	0.00233742382502713	0.0022597947126249	0.00239065288393549	0.00200711959403166	0.00118301194842068	0.00286669851887243	0.00214564989351219
338	0.000110518172345196	1.86299532388174e-05	2.0645800644149e-05	3.2487045790491e-05	1.86483664031031e-05	1.95000195000195e-05	0.000107357572287432	8.0066188048787e-05	2.95255248162036e-05	1.74929153692754e-05	0	0.000100950375679612	5.8794996545794e-05	1.63489520321747e-05	3.46464331497072e-05	3.85646246697904e-05	1.41304808602637e-05	3.15347986503106e-05	7.91953749901006e-05	8.49810209053311e-05	5.31500248033449e-05	0	5.10067456421112e-05	2.99248885297902e-05	8.15337666270646e-05	0.00021510927551196	1.30963762326964e-05	5.98300825655139e-05	3.58750829611293e-05	8.34794223223975e-05	8.16793269623458e-05	1.68355836896865e-05	9.46754525486632e-05	7.88674632280453e-05	0.00012386968908708	4.76811087447153e-05
357	0.000110518172345196	0.00035396911153753	0.000123874803864894	0.000178678751847701	0.00024242876324034	0.000331500331500332	0.000143143429716576	5.33774586991913e-05	0.000103339336856713	0.000297379561277683	0.000263375724283242	0.000129793340159502	2.9397498272897e-05	0.000114442664225223	0.000103939299449122	0.000115693874009371	7.06524043013184e-05	0.000126139194601242	0.000174229824978221	8.49810209053311e-05	8.85833746722415e-05	0.000143812468541023	0.000140268550515806	7.97997027461073e-05	0.000104829128520512	8.6043710204784e-05	0.000117867386094268	0.000134617685772406	0.000251125580727905	6.26095667417981e-05	0.000108905769283128	0.000235698171655611	0.000189350905097326	5.91505974210339e-05	0.000106174019217497	7.94685145745256e-05
374	0.00119991158546212	0.00163943588501593	0.00041291601288298	0.000958367850819486	0.00175294644189169	0.00263250263250263	0.00071571714858288	0.000773973151138274	0.00106291889338333	0.0011370394990029	0.000940627586725864	0.00108161116799585	0.000896623697323358	0.00125886930647745	0.00110868586079063	0.000752010181060913	0.000777176447314502	0.000630695973006212	0.00120376969984953	0.000594867146337318	0.00111615052087024	0.00111454663119292	0.00154295405567386	0.000618447696282331	0.00046590723786894	0.0010755463775598	0.00141440863313121	0.00136113437836544	0.00118387773771727	0.000626095667417981	0.000830406490783849	0.00104380618876056	0.00157161251230781	0.000571789108403328	0.000654739785174568	0.000921834769064497
379	0.000236824655025419	0.000316709205059895	0.000103229003220745	9.74611373714731e-05	0.000205132030434134	0.000897000897000897	7.1571714858288e-05	0.00018682110544717	0.000206678673713425	0.000209914984431305	0.000169312965610655	0.000144214822399446	5.8794996545794e-05	8.17447601608737e-05	8.66160828742681e-05	0.000250670060353638	4.2391442580791e-05	0.000441487181104349	0.000221747049972282	9.9144524389553e-05	5.31500248033449e-05	7.19062342705113e-05	0.000433557337957945	0.000209474219708532	3.49430428401705e-05	0.000258131130614352	0.000288120277119321	0.000254277850903434	0.000197312956286211	0.000187828700225394	9.52925481227368e-05	0.000168355836896865	0.000416571991214118	0.000138018060649079	0.000106174019217497	0.000174830732063956
407	0.000252612965360447	0.000335339158298713	0.000144520604509043	0.000227409320533437	0.000261077129643443	0.000604500604500605	0.000143143429716576	0.000160132376097574	0.000221441436121527	0.00019242206906203	0.000150500413876138	0.000389380020478505	8.81924948186909e-05	0.000376025896740019	0.000311817898347365	0.000173540811014057	0.000127174327742373	0.000283813187852796	0.000205907974974262	0.000141635034842219	0.000177166749344483	0.000197742144243906	0.0002295303553895	0.000209474219708532	0.000151419852307406	0.000258131130614352	9.16746336288749e-05	0.000209405288979299	0.000251125580727905	0.000250438266967193	0.000149745432764301	0.000235698171655611	0.00028402635764599	0.000216885523877124	0.00012386968908708	0.000206618137893766
425	0.000205248034355363	9.31497661940869e-05	0.000123874803864894	0.000178678751847701	0.000130538564821722	5.85000585000585e-05	0.000107357572287432	5.33774586991913e-05	0.000118102099264814	0.000104957492215653	7.52502069380691e-05	0.000129793340159502	0.000205782487910279	0.000245234280482621	0.000138585732598829	3.85646246697904e-05	0.000113043846882109	3.15347986503106e-05	0.000142551674982181	9.9144524389553e-05	0.000159450074410035	0.000197742144243906	5.10067456421112e-05	0.000159599405492215	9.31814475737881e-05	0.00021510927551196	7.85782573961785e-05	0.000269235371544813	5.3812624441694e-05	4.17397111611988e-05	0.000190585096245474	5.05067510690596e-05	5.68052715291979e-05	0.000197168658070113	0.000141565358956663	4.76811087447153e-05
434	0.000236824655025419	0.000298079251821078	0.000227103807085639	0.000406088072381138	0.000186483664031031	5.85000585000585e-05	7.1571714858288e-05	0.000213509834796765	0.000191915911305323	0.000314872476646958	9.40627586725864e-05	0.00018747926911928	0.00019108373877383	0.000392374848772194	0.000242525032047951	0.000154258498679162	0.000339131540646328	0.000220743590552174	0.000221747049972282	0.000212452552263328	0.000265750124016725	0.000323578054217301	6.3758432052639e-05	0.000129674516962424	3.49430428401705e-05	0.00021510927551196	3.92891286980892e-05	0.00019444776833792	0.000161437873325082	0.000146088989064196	9.52925481227368e-05	0.000168355836896865	0.000113610543058396	0.000138018060649079	8.84783493479146e-05	0.000222511840808672
