contigName	contigLen	totalAvgDepth	MO_074.MO_004.sorted.bam	MO_074.MO_004.sorted.bam-var	MO_074.MO_005.sorted.bam	MO_074.MO_005.sorted.bam-var	MO_074.MO_007.sorted.bam	MO_074.MO_007.sorted.bam-var	MO_074.MO_010.sorted.bam	MO_074.MO_010.sorted.bam-var	MO_074.MO_034.sorted.bam	MO_074.MO_034.sorted.bam-var	MO_074.MO_035.sorted.bam	MO_074.MO_035.sorted.bam-var	MO_074.MO_039.sorted.bam	MO_074.MO_039.sorted.bam-var	MO_074.MO_042.sorted.bam	MO_074.MO_042.sorted.bam-var	MO_074.MO_046.sorted.bam	MO_074.MO_046.sorted.bam-var	MO_074.MO_071.sorted.bam	MO_074.MO_071.sorted.bam-var	MO_074.MO_073.sorted.bam	MO_074.MO_073.sorted.bam-var	MO_074.MO_074.sorted.bam	MO_074.MO_074.sorted.bam-var	MO_074.MO_077.sorted.bam	MO_074.MO_077.sorted.bam-var	MO_074.MO_082.sorted.bam	MO_074.MO_082.sorted.bam-var	MO_074.MO_098.sorted.bam	MO_074.MO_098.sorted.bam-var	MO_074.MO_102.sorted.bam	MO_074.MO_102.sorted.bam-var	MO_074.MO_103.sorted.bam	MO_074.MO_103.sorted.bam-var	MO_074.MO_106.sorted.bam	MO_074.MO_106.sorted.bam-var	MO_074.MO_133.sorted.bam	MO_074.MO_133.sorted.bam-var	MO_074.MO_135.sorted.bam	MO_074.MO_135.sorted.bam-var	MO_074.MO_138.sorted.bam	MO_074.MO_138.sorted.bam-var	MO_074.MO_140.sorted.bam	MO_074.MO_140.sorted.bam-var	MO_074.MO_167.sorted.bam	MO_074.MO_167.sorted.bam-var	MO_074.MO_170.sorted.bam	MO_074.MO_170.sorted.bam-var	MO_074.MO_180.sorted.bam	MO_074.MO_180.sorted.bam-var	MO_074.MO_184.sorted.bam	MO_074.MO_184.sorted.bam-var	MO_074.MO_188.sorted.bam	MO_074.MO_188.sorted.bam-var	MO_074.MO_192.sorted.bam	MO_074.MO_192.sorted.bam-var	MO_074.MO_197.sorted.bam	MO_074.MO_197.sorted.bam-var	MO_074.MO_199.sorted.bam	MO_074.MO_199.sorted.bam-var	MO_074.MO_202.sorted.bam	MO_074.MO_202.sorted.bam-var	MO_074.MO_207.sorted.bam	MO_074.MO_207.sorted.bam-var	MO_074.MO_226.sorted.bam	MO_074.MO_226.sorted.bam-var	MO_074.MO_231.sorted.bam	MO_074.MO_231.sorted.bam-var	MO_074.MO_234.sorted.bam	MO_074.MO_234.sorted.bam-var	MO_074.MO_236.sorted.bam	MO_074.MO_236.sorted.bam-var
MO_074.c_0	433464	51.5643	0.514971	4.50625	0.221532	2.53897	0.237269	2.74677	0.296332	3.62794	1.63056	3.67163	0.065906	0.140606	0.117174	0.413373	0.359164	0.984823	1.73805	6.72334	0.351011	3.52561	0.645036	2.19698	34.0841	75.1951	0.596914	5.79623	0.783566	13.4058	0.387096	1.71864	0.222778	1.24301	0.346661	1.52647	0.193585	0.563992	0.38017	4.65638	0.116024	1.06895	0.27766	3.13638	0.343338	6.47039	0.0232557	0.0494071	0.238887	2.68817	0.207268	2.08679	0.227004	1.55691	0.197587	1.31748	0.293699	1.35293	0.225742	2.05373	3.31917	7.39674	0.456175	6.76529	0.706206	1.76655	0.447978	1.0626	0.14636	1.48067	0.159743	0.536587	1.00631	2.7102
MO_074.c_1	335977	51.8457	0.454558	2.80209	0.187043	1.73556	0.170975	2.0041	0.268582	4.27233	1.69418	4.11178	0.0582919	0.109939	0.0993517	0.371601	0.398333	1.17862	1.84758	6.22426	0.265256	1.63841	0.655793	2.04234	34.9481	81.8524	0.546698	4.22239	0.633392	10.3124	0.392071	1.49815	0.185685	0.720418	0.347086	1.63546	0.19734	0.579579	0.349796	5.12579	0.0792402	0.596045	0.226119	2.53466	0.239632	2.85873	0.0219399	0.054409	0.160282	1.95228	0.116896	0.996184	0.270672	1.92753	0.157894	1.18194	0.284093	1.1624	0.195574	1.75325	3.50377	8.85177	0.405587	6.56134	0.686306	1.55094	0.468417	1.03233	0.106251	0.854713	0.159624	0.566918	1.06326	2.80596
MO_074.c_2	298789	50.1971	0.438054	2.51312	0.164329	1.55037	0.14631	1.65299	0.247597	3.36677	1.64047	3.26901	0.0619042	0.108826	0.105127	0.489821	0.355051	1.04175	1.75427	5.65249	0.28362	2.35369	0.636173	1.75442	33.8973	90.2146	0.571349	5.64673	0.721021	13.6794	0.428755	1.44538	0.175446	0.51273	0.301819	1.08951	0.204812	0.560103	0.323494	3.84727	0.0631766	0.391848	0.19388	1.67629	0.277978	4.24357	0.0101159	0.0161611	0.0968293	0.408831	0.093176	0.535241	0.209557	1.14835	0.131436	0.594333	0.252686	1.00207	0.204772	2.60896	3.44688	8.34185	0.354237	5.55929	0.677293	1.44735	0.488905	1.12747	0.0767783	0.680719	0.14329	0.548807	1.01923	2.73979
MO_074.c_45	88040	43.2851	0.0446467	0.0964773	0.04294	0.142798	0.0360792	0.121863	0.0738764	0.184596	0.331539	0.704339	0.727045	1.21987	0.0789965	0.232406	0.0635681	0.149051	0.243805	0.537974	3.6086	7.0421	6.94708	12.78	15.5638	26.3541	5.45757	10.2374	0.193583	0.323396	0.0223347	0.0665435	0.030925	0.0776833	0.0267493	0.0737858	0.00171806	0.00171493	0.262863	1.40246	0.0996473	0.35285	0.195802	0.858009	0.175242	0.689649	0.270224	3.04861	0.0169644	0.0470474	0.00343611	0.0034259	0.00343611	0.00579021	0.0811469	0.333941	0.0544658	0.178718	0.0807259	0.21204	0.490215	1.06018	0.230129	0.725037	1.13544	1.94208	3.08269	6.03581	0.180385	0.45122	0.610798	1.48268	2.81665	4.91738
MO_074.c_46	87540	31.0428	0.196956	0.320053	0.0414693	0.0526083	0.00172789	0.00172448	0.00518366	0.00515964	0.364573	0.658447	0.0138231	0.0139563	0.0518366	0.0695026	0.119224	0.267724	0.297082	0.466259	0.0565168	0.0831582	0.0656597	0.107101	27.6522	63.843	1.01742	2.05172	0.0259183	0.043177	0.0535645	0.0788469	0.0622039	0.112956	0.0224625	0.0298666	0	0	0.390388	0.603068	0.0466529	0.182099	0.119224	0.233544	0.0812107	0.14248	0	0	0.00940611	0.022369	0.0224625	0.112402	0.00691155	0.0103305	0.00345577	0.00344275	0.0163634	0.0220933	0.00345577	0.0034423	0.0362856	0.0884438	0.00172789	0.00172325	0.0881108	0.128898	0.00691155	0.0137623	0	0	0.00518366	0.00516023	0.157238	0.329109
MO_074.c_47	86140	29.7651	0.149262	0.236194	0.0158042	0.0225731	0.00351204	0.00349487	0.0386324	0.144089	0.277451	0.432847	0.0371671	0.055103	0.0783463	0.146472	0.0329224	0.0614904	0.282719	0.49759	0.0667287	0.0973994	0.0386324	0.0505429	26.596	74.2212	1.06643	1.82244	0.0175602	0.0242869	0.0439005	0.0468806	0.0737528	0.110265	0.0351204	0.0600401	0.0286196	0.0958922	0.338888	0.524788	0.0386324	0.11759	0.128189	0.219485	0.0684847	0.116227	0	0	0.00344226	0.0034223	0.00526805	0.0157683	0.0051285	0.00845712	0.00878009	0.0157401	0.0136993	0.0215705	0	0	0.0491685	0.0735155	0	0	0.0649727	0.088501	0.0193162	0.0419255	0	0	0	0	0.138586	0.269084
MO_074.c_48	85593	54.2323	0.623808	4.33061	0.299755	2.73309	0.232459	2.00902	0.307936	2.33889	1.66579	4.14077	0.120162	0.254907	0.111337	0.332554	0.500743	1.34193	1.95053	7.25158	0.418419	3.2284	0.758084	2.5983	33.9979	76.4164	0.706892	4.82997	0.925553	13.5156	0.427677	1.45334	0.205985	0.785392	0.41485	1.68172	0.212024	0.573622	0.471835	5.37787	0.0901303	0.684529	0.367543	2.67863	0.422363	4.72706	0.040647	0.0531954	0.324556	2.84512	0.252718	1.56741	0.425301	2.16751	0.333837	1.93261	0.579006	2.82132	0.300422	2.59787	3.4789	8.0796	0.460798	4.52609	0.781106	2.24063	0.452407	1.20469	0.18733	1.42364	0.177393	0.614281	1.20604	3.50864
MO_074.c_49	84192	37.0611	0.100616	0.398207	0.0610409	0.170711	0.12038	0.802959	0.111849	0.617899	0.368316	0.727079	0.562814	0.97926	0.0610885	0.103051	0.105043	0.265857	0.260168	0.527964	3.09991	5.30277	5.59659	9.81851	13.4641	24.0799	4.56487	8.64135	0.181469	0.357144	0.0497251	0.197693	0.0269508	0.0643295	0.0274268	0.0618072	0.00987601	0.0214821	0.118584	0.427518	0.0700364	0.368762	0.0934295	0.405206	0.0933105	0.368146	0.271674	3.90152	0.0311273	0.102604	0.00718688	0.0107342	0	0	0.100081	0.663484	0.0431094	0.109572	0.123974	0.513708	0.414804	0.877132	0.199983	0.80151	0.981926	1.69682	2.58813	5.26173	0.161705	0.522767	0.439982	1.56944	2.54982	4.69427
MO_074.c_50	92974	112.398	0.627909	3.72966	0.769381	2.01843	0.27327	0.802828	0.371434	1.24405	2.27517	4.35897	0.346225	0.707642	0.75613	1.58866	5.89152	11.7907	3.7371	8.61326	6.37739	11.4202	8.92603	21.0115	46.2424	197.738	8.19064	19.1594	2.35047	4.34657	0.171863	0.584345	0.167543	0.641603	0.0938119	0.224662	0.0292812	0.0875085	0.25376	0.44128	0.69273	4.13403	0.494183	0.917987	0.0748298	0.0999436	0.409129	1.65491	0.119517	0.294198	0.14966	0.640693	0.0188637	0.0275142	0.972561	5.89177	0.260892	1.03418	0.355479	0.619978	0.656587	1.2551	1.16248	2.37749	0.499407	0.83015	5.45708	11.0512	1.11721	3.31807	4.61103	11.7771	7.49473	18.9275
MO_074.c_51	92690	42.9102	0.0603739	0.169224	0.089745	0.352501	0.0407932	0.125914	0.112546	0.446658	0.267603	0.45976	0.771742	1.34662	0.0701318	0.141924	0.0864383	0.153468	0.208861	0.476007	3.84118	6.64878	6.75434	14.2114	15.3691	28.9445	5.33461	10.4774	0.208861	0.36767	0.0212124	0.0603132	0.0129998	0.0268562	0.00754268	0.0117235	0.00471148	0.00604292	0.14357	0.593763	0.120629	0.585287	0.146855	0.608391	0.0995137	0.299241	0.218187	3.07285	0.0353901	0.133667	0.00815863	0.0146536	0.00901232	0.0209548	0.104268	0.750041	0.0548195	0.241894	0.106062	0.538568	0.370986	0.664548	0.243127	0.891461	1.20094	2.01356	3.16339	6.15289	0.231608	0.638499	0.604549	1.8807	2.78628	5.7128
