contigName	contigLen	totalAvgDepth	MO_234.MO_004.sorted.bam	MO_234.MO_004.sorted.bam-var	MO_234.MO_005.sorted.bam	MO_234.MO_005.sorted.bam-var	MO_234.MO_007.sorted.bam	MO_234.MO_007.sorted.bam-var	MO_234.MO_010.sorted.bam	MO_234.MO_010.sorted.bam-var	MO_234.MO_034.sorted.bam	MO_234.MO_034.sorted.bam-var	MO_234.MO_035.sorted.bam	MO_234.MO_035.sorted.bam-var	MO_234.MO_039.sorted.bam	MO_234.MO_039.sorted.bam-var	MO_234.MO_042.sorted.bam	MO_234.MO_042.sorted.bam-var	MO_234.MO_046.sorted.bam	MO_234.MO_046.sorted.bam-var	MO_234.MO_071.sorted.bam	MO_234.MO_071.sorted.bam-var	MO_234.MO_073.sorted.bam	MO_234.MO_073.sorted.bam-var	MO_234.MO_074.sorted.bam	MO_234.MO_074.sorted.bam-var	MO_234.MO_077.sorted.bam	MO_234.MO_077.sorted.bam-var	MO_234.MO_082.sorted.bam	MO_234.MO_082.sorted.bam-var	MO_234.MO_098.sorted.bam	MO_234.MO_098.sorted.bam-var	MO_234.MO_102.sorted.bam	MO_234.MO_102.sorted.bam-var	MO_234.MO_103.sorted.bam	MO_234.MO_103.sorted.bam-var	MO_234.MO_106.sorted.bam	MO_234.MO_106.sorted.bam-var	MO_234.MO_133.sorted.bam	MO_234.MO_133.sorted.bam-var	MO_234.MO_135.sorted.bam	MO_234.MO_135.sorted.bam-var	MO_234.MO_138.sorted.bam	MO_234.MO_138.sorted.bam-var	MO_234.MO_140.sorted.bam	MO_234.MO_140.sorted.bam-var	MO_234.MO_167.sorted.bam	MO_234.MO_167.sorted.bam-var	MO_234.MO_170.sorted.bam	MO_234.MO_170.sorted.bam-var	MO_234.MO_180.sorted.bam	MO_234.MO_180.sorted.bam-var	MO_234.MO_184.sorted.bam	MO_234.MO_184.sorted.bam-var	MO_234.MO_188.sorted.bam	MO_234.MO_188.sorted.bam-var	MO_234.MO_192.sorted.bam	MO_234.MO_192.sorted.bam-var	MO_234.MO_197.sorted.bam	MO_234.MO_197.sorted.bam-var	MO_234.MO_199.sorted.bam	MO_234.MO_199.sorted.bam-var	MO_234.MO_202.sorted.bam	MO_234.MO_202.sorted.bam-var	MO_234.MO_207.sorted.bam	MO_234.MO_207.sorted.bam-var	MO_234.MO_226.sorted.bam	MO_234.MO_226.sorted.bam-var	MO_234.MO_231.sorted.bam	MO_234.MO_231.sorted.bam-var	MO_234.MO_234.sorted.bam	MO_234.MO_234.sorted.bam-var	MO_234.MO_236.sorted.bam	MO_234.MO_236.sorted.bam-var
MO_234.c_0	75631	47.7803	0.388098	0.538557	0.828182	1.20418	0.148037	0.296931	0.308011	0.702648	1.14226	1.64471	0.506061	0.747567	0.428081	0.835398	2.97748	4.62903	1.02815	1.39621	1.17104	1.60038	0.701726	1.11117	0.439356	0.623542	1.67817	2.59839	0.028007	0.0356815	0	0	0	0	0	0	0	0	0.0640161	0.0806997	0	0	0.00600151	0.00596072	0.016004	0.0157371	0	0	0.00400101	0.00399928	0	0	0	0	0.00400101	0.00398873	0.0100025	0.0281766	1.72635	2.60768	0.176111	0.216957	3.81986	5.77168	1.23008	1.74449	5.16896	7.68052	3.58192	9.89171	16.0232	32.1678	4.1771	6.8465
MO_234.c_1	53915	96.2214	1.29166	1.95965	1.12417	2.04726	0.432512	1.01725	1.45338	4.3323	2.84183	6.80631	0.716135	1.08971	0.272426	0.394912	1.62885	2.77771	4.99782	13.0515	1.68197	2.90671	1.71489	3.35308	0.331201	0.405413	1.14582	1.8378	0.865024	1.39901	2.66809	3.94885	2.28801	3.73632	2.45249	5.0592	4.40644	9.87855	0.463406	0.708931	0.255575	0.601756	0.792002	1.05139	0.404427	0.517492	2.14517	9.15952	0.516247	1.14007	0.219064	0.595948	0.409244	0.751077	5.18421	43.1846	1.34844	54.6791	2.873	5.12696	0.470994	0.869644	5.06489	12.9662	6.22252	14.3384	6.2191	11.3752	3.5394	10.6592	20.6233	63.8016	7.15774	18.2988
MO_234.c_2	51064	86.3438	0.450799	0.701696	0.56346	0.901793	1.80025	4.07804	0.2965	0.729274	2.12668	3.68825	0.142358	0.212128	0.566347	1.30217	0.166084	0.258187	2.56535	4.10275	9.60404	15.9043	2.81147	4.08054	2.7504	4.34004	1.88769	2.85585	0.940115	1.36337	0.174981	0.232864	0.593157	0.762207	0.172389	0.210995	0.205935	0.313513	0.0237263	0.0350805	0.0296579	0.0504851	0.788329	1.122	0.0177947	0.0232307	0	0	0	0	0.00593157	0.0058952	0	0	0	0	0	0	0.335134	0.53792	0.0764819	0.0823462	0.0947873	0.158925	0.480457	0.693311	3.66257	5.94742	0.803551	2.20422	25.566	56.403	26.6414	93.7554
MO_234.c_3	50386	37.1613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00601163	0.00597381	0	0	0	0	0.00901744	0.00894624	0.0120233	0.0238988	0.0120233	0.0118653	0	0	0.00601163	0.0116322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0781511	0.121088	0.00601163	0.011992	37.002	120.587	0.0300581	0.0411562
MO_234.c_4	48141	25.263	0.0125857	0.018736	0	0	0	0	0	0	0.135296	0.187291	0.0440291	0.106868	0	0	0	0	0.00943927	0.0156389	0.302057	0.552056	0.405868	0.855676	0.0283178	0.0312501	0.0629285	0.096934	0.0251714	0.037111	0	0	0	0	0.00629285	0.0125495	0	0	0.245421	0.355891	0.00314642	0.0031374	0.0534892	0.0805966	0.00943927	0.0115568	0	0	0	0	0	0	0	0	0	0	0	0	0.00943927	0.0156373	0	0	0.0251714	0.062323	0.129003	0.275405	0.059782	0.0704893	0	0	23.3123	58.6204	0.383822	0.709867
MO_234.c_5	47510	205.681	2.49964	6.01566	2.73121	6.85744	0.723437	1.38776	2.24544	6.67606	6.2284	25.1279	2.48243	9.29875	0.862648	1.95583	4.95277	21.7677	12.3366	76.8036	3.11769	9.26905	3.65743	9.04287	0.324831	0.5332	2.65241	5.39099	1.67314	3.28977	5.78315	20.423	5.6652	17.9522	5.74573	20.3202	6.57105	29.227	1.02027	2.11895	0.166892	0.44323	2.57612	6.87199	1.13167	1.97687	6.62133	33.0489	1.31117	2.63453	0.682116	1.52166	1.43368	3.42661	19.3673	263.372	2.92739	10.1007	5.8004	22.3305	1.09367	2.45933	11.092	59.3881	14.5288	110.171	16.3826	143.863	3.62437	14.792	29.7397	294.844	15.9281	123.885
MO_234.c_6	46579	95.9525	1.19352	2.09629	1.16292	2.28508	0.328415	0.656562	1.6625	6.28483	2.50257	6.3023	0.930001	1.88753	0.344095	0.56493	1.69323	3.43929	5.04814	26.1133	1.67484	2.92192	1.61927	2.74855	0.257684	0.450601	1.09277	1.95394	1.08794	3.32574	3.07006	6.31926	2.9953	18.6779	2.74932	5.6396	4.15406	11.403	0.465054	0.818228	0.406513	2.49042	1.15131	2.17475	0.461263	0.735614	0.982532	4.1879	0.443107	0.914123	0.24713	0.625149	0.149303	0.308625	1.96349	21.0039	0.296711	0.668507	3.36279	8.13316	0.622563	1.09205	5.03371	18.0787	7.00155	28.3472	7.45907	35.5465	3.65435	14.9261	21.1892	78.708	7.49628	28.7367
MO_234.c_7	42650	89.9658	1.2684	2.18678	1.04972	1.61857	0.376612	0.719461	1.29325	3.67207	2.60901	5.2493	0.795059	1.67384	0.245153	0.369683	1.6188	3.08856	4.73967	11.4308	1.38609	1.93828	1.4784	2.4064	0.364094	0.528013	1.22207	2.17233	0.667953	0.993332	2.8136	4.74427	2.21572	3.76134	2.29247	6.28363	4.06395	10.9434	0.341059	0.441885	0.191859	0.638678	0.788753	1.26811	0.433153	0.566163	1.29673	5.47526	0.330165	0.515257	0.177647	0.430513	0.268188	0.715269	3.19633	32.0684	0.687318	2.46443	2.99369	5.97548	0.504447	0.864932	4.74042	13.7892	6.48967	15.3855	6.27318	18.2779	3.64765	12.9722	20.0437	68.9739	7.06176	19.7092
MO_234.c_8	41615	39.2362	0	0	0	0	0	0	0	0	0.0109249	0.0326575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00364163	0.00362847	0	0	0	0	0.0145665	0.0216098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00728325	0.00998459	0.0109249	0.0108084	11.6076	26.2432	0.0436995	0.143791	25.9921	74.0998	1.54538	2.58789
MO_234.c_9	41056	12.4016	0.00738278	0.00933365	0	0	0.0013201	0.00239285	0.00151567	0.00302754	0	0	0	0	0.00806728	0.00800123	0.0202171	0.0550759	0	0	0.0221483	0.0228786	0	0	0	0	0.00738278	0.00733209	0.0406053	0.0824981	0	0	0	0	0.00127121	0.00219749	0	0	0.00127121	0.00244196	0.0293844	0.0666408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00136899	0.00258821	0	0	0	0	0.00738278	0.00733142	0	0	12.1933	22.7886	0.0589889	0.056282
