contigName	contigLen	totalAvgDepth	MO_207.MO_004.sorted.bam	MO_207.MO_004.sorted.bam-var	MO_207.MO_005.sorted.bam	MO_207.MO_005.sorted.bam-var	MO_207.MO_007.sorted.bam	MO_207.MO_007.sorted.bam-var	MO_207.MO_010.sorted.bam	MO_207.MO_010.sorted.bam-var	MO_207.MO_034.sorted.bam	MO_207.MO_034.sorted.bam-var	MO_207.MO_035.sorted.bam	MO_207.MO_035.sorted.bam-var	MO_207.MO_039.sorted.bam	MO_207.MO_039.sorted.bam-var	MO_207.MO_042.sorted.bam	MO_207.MO_042.sorted.bam-var	MO_207.MO_046.sorted.bam	MO_207.MO_046.sorted.bam-var	MO_207.MO_071.sorted.bam	MO_207.MO_071.sorted.bam-var	MO_207.MO_073.sorted.bam	MO_207.MO_073.sorted.bam-var	MO_207.MO_074.sorted.bam	MO_207.MO_074.sorted.bam-var	MO_207.MO_077.sorted.bam	MO_207.MO_077.sorted.bam-var	MO_207.MO_082.sorted.bam	MO_207.MO_082.sorted.bam-var	MO_207.MO_098.sorted.bam	MO_207.MO_098.sorted.bam-var	MO_207.MO_102.sorted.bam	MO_207.MO_102.sorted.bam-var	MO_207.MO_103.sorted.bam	MO_207.MO_103.sorted.bam-var	MO_207.MO_106.sorted.bam	MO_207.MO_106.sorted.bam-var	MO_207.MO_133.sorted.bam	MO_207.MO_133.sorted.bam-var	MO_207.MO_135.sorted.bam	MO_207.MO_135.sorted.bam-var	MO_207.MO_138.sorted.bam	MO_207.MO_138.sorted.bam-var	MO_207.MO_140.sorted.bam	MO_207.MO_140.sorted.bam-var	MO_207.MO_167.sorted.bam	MO_207.MO_167.sorted.bam-var	MO_207.MO_170.sorted.bam	MO_207.MO_170.sorted.bam-var	MO_207.MO_180.sorted.bam	MO_207.MO_180.sorted.bam-var	MO_207.MO_184.sorted.bam	MO_207.MO_184.sorted.bam-var	MO_207.MO_188.sorted.bam	MO_207.MO_188.sorted.bam-var	MO_207.MO_192.sorted.bam	MO_207.MO_192.sorted.bam-var	MO_207.MO_197.sorted.bam	MO_207.MO_197.sorted.bam-var	MO_207.MO_199.sorted.bam	MO_207.MO_199.sorted.bam-var	MO_207.MO_202.sorted.bam	MO_207.MO_202.sorted.bam-var	MO_207.MO_207.sorted.bam	MO_207.MO_207.sorted.bam-var	MO_207.MO_226.sorted.bam	MO_207.MO_226.sorted.bam-var	MO_207.MO_231.sorted.bam	MO_207.MO_231.sorted.bam-var	MO_207.MO_234.sorted.bam	MO_207.MO_234.sorted.bam-var	MO_207.MO_236.sorted.bam	MO_207.MO_236.sorted.bam-var
MO_207.c_0	135814	48.5498	0.120187	0.486282	0.107928	0.349844	0.0589618	0.219534	0.0489739	0.1391	0.145787	0.802081	0.134678	0.533014	0.0122435	0.0187807	0.0411826	0.0683132	0.11129	0.482506	0.727916	1.21348	0.746705	1.53237	0.085697	0.161802	1.2488	2.81677	0.0233739	0.0359551	0.0411826	0.0947169	0.0600823	0.112516	0.0976014	0.336682	0.0122435	0.0317889	0.0767632	0.214312	0.00445218	0.00665479	0.15691	0.574844	0.105717	0.316493	0.00333913	0.00332766	0.0344675	0.102465	0.0178087	0.0444223	0.00222609	0.00221765	0.00851368	0.0121396	0.0105481	0.0259854	18.3503	32.5769	2.39257	3.62861	5.71045	11.3209	17.0663	32.3067	0.337215	1.94876	0.0851147	0.258565	0.111791	0.404708	0.250398	1.50808
MO_207.c_1	131275	41.3971	0.0702383	0.236963	0.078307	0.341144	0.0460629	0.162895	0.0506692	0.224754	0.0921106	0.404154	0.0586921	0.133075	0.0115157	0.0274832	0.0255253	0.0435324	0.0759886	0.265046	0.694803	1.41509	0.516332	0.879395	0.092286	0.157933	1.07318	2.29048	0.0587302	0.244437	0.041449	0.0984074	0.0414566	0.129308	0.0463527	0.106105	0.00574261	0.0121151	0.0448885	0.100805	0.00115157	0.00114991	0.0806025	0.251152	0.0598665	0.154182	0.00230315	0.00229592	0.0330219	0.0893704	0.0195767	0.0850295	0.00230315	0.00229543	0.00488847	0.011771	0.00921258	0.0147365	15.6973	36.1449	2.13984	3.36924	4.65724	8.89673	15.0547	29.8985	0.228309	1.00235	0.0483584	0.170177	0.0483661	0.243377	0.185716	0.93523
MO_207.c_2	126964	45.5182	0.251179	1.68601	0.165471	0.78125	0.135734	0.769553	0.122644	0.759687	0.20478	1.15065	0.246148	1.79148	0.0321416	0.0907997	0.0464933	0.0884397	0.219045	1.55875	0.753884	1.38562	0.684065	1.43532	0.0771681	0.154652	1.20257	3.28208	0.0880739	0.976977	0.0762061	0.335775	0.104736	0.459896	0.134693	0.531382	0.0119072	0.0201408	0.138108	0.7747	0.0249972	0.0816226	0.217153	1.35663	0.154746	0.739046	0.00714432	0.00947958	0.0852666	0.281408	0.0392938	0.129155	0.0102985	0.0186593	0.0142886	0.0207979	0.0169224	0.0331723	16.8301	78.3409	2.21524	4.30708	4.69408	12.7553	15.4131	59.8878	0.433359	4.23192	0.0826328	0.359916	0.148801	0.881504	0.435725	4.5535
MO_207.c_3	119907	72.8029	0.148259	0.460163	0.0693488	0.157086	0.0938317	0.209536	0.0769141	0.330402	0.0617834	0.0851548	0.0126005	0.0124277	0.0126089	0.0178609	0.0189133	0.0188004	0.0970883	0.131523	0.427399	0.932842	0.3127	0.609965	0.0427198	0.0731724	0.424702	0.809889	0.0655661	0.0814876	0.00126089	0.00125837	0.00504355	0.00499899	0.00252177	0.00251015	0	0	0.388345	0.992117	0.262507	0.715664	0.356622	0.95282	0.585043	1.49626	0.00252177	0.00251505	0	0	0	0	0.00882621	0.00875703	0.00630443	0.0154377	0	0	14.7154	29.0285	6.99041	11.8757	12.6704	25.2257	13.7796	26.9919	4.11848	7.14295	8.8637	23.5046	1.5955	3.32964	6.58605	10.6568
MO_207.c_4	114286	130.68	0.251332	0.414499	0.116423	0.160015	0.0829887	0.23863	0.0456473	0.121625	0.181249	0.289873	0.0357205	0.0744203	0.0264597	0.0441137	0.0291056	0.0421489	0.166074	0.29077	0.21435	0.290738	0.681301	0.994652	0.514605	0.749751	0.223549	0.388513	0.0568883	0.0688932	0.0608572	0.100071	0.0238137	0.0259031	0.0264597	0.0512319	0.367982	0.715425	0.445819	0.642	0.126989	0.362208	0.689239	1.038	0.825489	1.82266	55.3798	673.236	0.44256	0.89525	0.100547	0.265093	0.118508	0.17636	21.1442	121.71	3.28713	8.9232	0.15082	0.272052	8.78745	14.1435	0.0423355	0.0898303	21.2912	44.036	1.09014	2.07753	0.212369	0.71207	0.125657	0.417382	13.3146	31.3767
MO_207.c_5	110827	42.4197	0.124154	0.637865	0.139162	0.758451	0.0914101	0.389227	0.0791312	0.394912	0.143255	0.742487	0.122745	0.548843	0.0150076	0.030938	0.0409299	0.12372	0.143246	1.06238	0.590719	1.03716	0.515708	1.06968	0.0817875	0.145551	0.857224	1.97533	0.0422942	0.165101	0.0300153	0.0537535	0.0450229	0.112626	0.0708097	0.283334	0.00409299	0.00408497	0.0791312	0.276736	0.0136433	0.0325988	0.0832242	0.35522	0.0709452	0.186428	0.0484202	0.4297	0.0731498	0.263992	0.020465	0.0444931	0.00545732	0.00705105	0.0324729	0.1215	0.0130199	0.0271608	16.2346	29.7648	2.03863	3.03017	4.72884	9.17232	15.2137	28.4357	0.293331	2.08327	0.0406317	0.203097	0.0736738	0.349291	0.219657	1.35853
MO_207.c_6	102351	115.167	0.222493	0.384026	0.178746	0.283234	0.0251172	0.0360688	0.0856939	0.287634	0.190595	0.248688	0.0236397	0.0263508	0.0172014	0.0222348	0.0272991	0.0294996	0.140361	0.213748	0.221603	0.332022	0.663105	1.03004	0.549417	0.957021	0.15809	0.295534	0.0620542	0.0891823	0.0310271	0.0382004	0.0339821	0.0475552	0.012358	0.021791	0.336063	0.619829	0.440925	0.795805	0.155057	0.613464	0.617558	1.01153	0.614554	1.09887	45.4301	832.036	0.333441	0.53386	0.0620444	0.126144	0.132631	0.225758	17.1862	143.178	2.70536	7.9793	0.0975137	0.147053	8.47161	15.8903	0.0236397	0.0326421	21.0887	53.3053	1.19465	1.89107	0.206769	0.729494	0.128541	0.530468	13.2987	38.4078
MO_207.c_7	96009	128.303	0.291397	0.900148	0.20478	0.412197	0.0818807	0.252273	0.0805975	0.305109	0.193743	0.576629	0.0330694	0.0768987	0.0220324	0.0440409	0.0330798	0.0598906	0.209453	0.955076	0.215629	0.444697	0.679592	1.20631	0.549077	0.826198	0.193242	0.368826	0.127093	0.55179	0.103944	1.07745	0.0834872	0.763825	0.114981	2.24202	0.374874	0.85077	0.514422	0.975866	0.141468	0.466286	0.678184	1.05204	0.831763	1.67828	52.4338	734.559	0.361166	0.547784	0.114877	0.267011	0.127312	0.269203	20.169	131.208	3.44257	10.0035	0.133383	0.336924	8.65589	15.7649	0.11785	0.765563	21.8238	57.167	1.26788	2.54941	0.151128	0.370631	0.225143	2.16899	13.521	36.4474
MO_207.c_8	71125	95.7412	0.180838	0.310924	0.119141	0.159936	0.0361677	0.0707565	0.0404227	0.083135	0.13826	0.281277	0.0425502	0.0801022	0.0106375	0.0105293	0.0212751	0.0335168	0.208468	0.420068	0.127651	0.151	0.499415	0.64211	0.437041	0.727363	0.123396	0.236254	0.0446777	0.0482862	0.0297851	0.0363818	0.0553153	0.118201	0.0287707	0.0499257	0.328707	0.543588	0.289313	0.46095	0.108503	0.386996	0.489327	1.12882	0.397844	0.809716	33.0264	943.95	0.21392	0.385641	0.0627263	0.127356	0.091187	0.210552	12.818	149.311	2.09195	7.30584	0.110631	0.149981	8.18395	12.7413	0.0510602	0.132474	21.2172	43.9069	0.98291	1.66715	0.182966	0.609244	0.109067	0.339756	12.8416	29.8134
MO_207.c_9	69142	83.3591	0.00437732	0.00436372	0	0	0	0	0	0	0.0656308	0.0920408	0.00875464	0.00867968	0.00437732	0.00436457	0.00437732	0.00436607	0.0612825	0.083669	0.393959	1.85627	0.269205	0.894587	0.0612535	0.112537	0.221055	1.0163	0.00437732	0.00873252	0.00437732	0.00436838	0	0	0.0502377	0.067938	0	0	0.388494	0.715824	0.203415	0.740616	1.11878	1.94709	1.58085	3.12646	0	0	0.0908511	0.197493	0.00656598	0.0119588	0	0	0	0	0	0	18.1698	47.011	8.85034	17.6049	22.9002	64.7986	23.5223	73.705	2.64123	3.97449	0.253827	0.787544	1.03067	2.06493	1.44854	2.52108
